x,meanUserDirLie,upUserDirLie,lowUserDirLie
1,11.895009038974145,25.364859745459917,-1.5748416675116292
2,40.28961284751901,50.11854041647725,30.460685278560767
3,59.08893180744888,66.70609851092485,51.47176510397291
4,82.72043467197602,86.84274643831742,78.59812290563463
