x,meanNoByzantine,upNoByzantine,lowNoByzantine,meanGreyhole,upGreyhole,lowGreyhole,meanSinkhole,upSinkhole,lowSinkhole,meanSelectiveJam,upSelectiveJam,lowSelectiveJam,meanPosSpoofing,upPosSpoofing,lowPosSpoofing,meanAllAttacks,upAllAttacks,lowAllAttacks
1,549314.3,1315041.5967502855,-216412.99675028538,540425.7833333333,1306375.8389178158,-225524.27225114917,546229.0166666667,1311988.732446298,-219530.69911296444,490372.4,1256183.0800385228,-275438.2800385229,549314.3,1315041.5967502855,-216412.99675028538,490372.4,1256183.0800385228,-275438.2800385229
2,513357.06666666665,1232981.6173642068,-206267.48403087363,503314.3333333333,1223043.1651119739,-216414.4984453072,520271.93333333335,1240008.261153006,-199464.39448633918,493487.86666666664,1214212.1373251195,-227236.40399178624,513357.06666666665,1232981.6173642068,-206267.48403087363,493487.86666666664,1214212.1373251195,-227236.40399178624
3,562290.8666666667,1458004.4608725545,-333422.72753922106,550187.9333333333,1445922.3037113363,-345546.43704466964,571480.4166666666,1467258.6397123712,-324297.8063790379,538562.9,1435779.9007093678,-358654.1007093679,562290.8666666667,1458004.4608725545,-333422.72753922106,538562.9,1435779.9007093678,-358654.1007093679
4,887832.7333333333,1956862.5592766372,-181197.0926099707,872814.2333333333,1942224.553233603,-196596.08656693657,900067.2666666667,1969175.7053037058,-169041.1719703722,858362.9,1929758.0341316178,-213032.23413161782,887832.7333333333,1956862.5592766372,-181197.0926099707,858362.9,1929758.0341316178,-213032.23413161782
5,819623.0666666667,1855701.7834849744,-216455.650151641,808598.9833333333,1845125.8614295106,-227927.89476284396,828265.0666666667,1863964.4636293084,-207434.3302959751,798512.2,1837193.6443869162,-240169.24438691628,819623.0666666667,1855701.7834849744,-216455.650151641,798512.2,1837193.6443869162,-240169.24438691628
6,753718.0666666667,1698460.9734576219,-191024.8401242887,739996.5666666667,1684988.3849704457,-204995.25163711247,763986.5,1708437.2643734724,-180464.2643734723,727334.4,1674805.345295021,-220136.54529502103,753718.0666666667,1698460.9734576219,-191024.8401242887,727334.4,1674805.345295021,-220136.54529502103
7,722415.3666666667,1573407.874511679,-128577.14117834554,705284.1,1556124.438322698,-145556.23832269805,734181.5,1585587.9742046513,-117224.97420465131,688535.9,1541420.7146485653,-164348.9146485651,722415.3666666667,1573407.874511679,-128577.14117834554,688535.9,1541420.7146485653,-164348.9146485651
8,662382.6,1434090.4271390804,-109325.22713908041,644646.1,1415913.4676705766,-126621.2676705767,674068.5666666667,1446439.9809939188,-98302.84766058554,627293.4666666667,1400574.6680874694,-145987.73475413607,662382.6,1434090.4271390804,-109325.22713908041,627293.4666666667,1400574.6680874694,-145987.73475413607
9,789485.5,1727098.9299691035,-148127.92996910354,769126.2333333333,1706345.9103807206,-168093.44371405395,801635.0333333333,1739708.3373438274,-136438.27067716082,749146.7666666667,1688643.1734410683,-190349.64010773483,789485.5,1727098.9299691035,-148127.92996910354,749146.7666666667,1688643.1734410683,-190349.64010773483
10,734038.4,1555025.0301924066,-86948.23019240657,697276.0,1512675.7908308133,-118123.79083081346,755931.8333333334,1583026.7134514912,-71163.04678482446,660619.5,1477381.682657782,-156142.6826577821,734038.4,1555025.0301924066,-86948.23019240657,660619.5,1477381.682657782,-156142.6826577821
