x,meanCapacityLie,upCapacityLie,lowCapacityLie,meanDemandLie,upDemandLie,lowDemandLie,meanInterferenceLie,upInterferenceLie,lowInterferenceLie,meanObsNoise,upObsNoise,lowObsNoise,meanUserDirLie,upUserDirLie,lowUserDirLie,meanobsall,upobsall,lowobsall
0.0,2.0889956431346945e-14,36.55225660758323,-36.55225660758319,2.0889956431346945e-14,36.55225660758323,-36.55225660758319,2.0889956431346945e-14,36.55225660758323,-36.55225660758319,2.0889956431346945e-14,36.55225660758323,-36.55225660758319,2.0889956431346945e-14,36.55225660758323,-36.55225660758319,2.0889956431346945e-14,36.55225660758323,-36.55225660758319
0.5,-1.3118022100489122,36.301386118517975,-38.924990538615795,0.01239230626154054,36.43888486237249,-36.41410024984941,1.6829079463070287,38.285388199881936,-34.919572307267885,-4.672920876424544,33.691057763513335,-43.03689951636242,9.906802700154044,46.083294741114116,-26.269689340806025,9.757739630808038,43.94511944194229,-24.42964018032621
1.0,4.6571580484491575,41.18907642585561,-31.874760328957297,0.561787943091111,37.04478667709436,-35.921210790912134,2.8323429195859187,38.40675415272654,-32.742068313554704,-0.41368668945945797,36.78824689756067,-37.61562027647959,22.607120289050314,57.19547764896469,-11.981237070864061,22.014813712133854,55.183891603299784,-11.154264179032072
2.0,-1.370540426784375,35.786583859241915,-38.52766471281066,0.04885915566940838,36.5284746821356,-36.43075637079678,2.8323429195859187,38.40675415272654,-32.742068313554704,-4.196704878535891,31.33891557973329,-39.73232533680507,31.71430011144304,63.10299435339296,0.3256058694931241,22.98077368562479,57.45706421502342,-11.495516843773842
4.0,-9.942323537586436,28.577308105159727,-48.461955180332595,-0.379925957728604,35.87319892616546,-36.63305084162266,2.8323429195859187,38.40675415272654,-32.742068313554704,7.478992247178656,42.57125838051003,-27.613273886152715,42.23636821798218,69.9176949652222,14.555041470742164,26.97953818064689,60.34294419013209,-6.383867828838305
