x,meanInterferenceAmplifyfalsealarm,upInterferenceAmplifyfalsealarm,lowInterferenceAmplifyfalsealarm,meanInterferenceLiehide,upInterferenceLiehide,lowInterferenceLiehide,meanObsNoise,upObsNoise,lowObsNoise,meanUserDirLie,upUserDirLie,lowUserDirLie
0.0,1.5916157281026244e-15,10.94722147609641,-10.947221476096406,1.5916157281026244e-15,10.94722147609641,-10.947221476096406,1.5916157281026244e-15,10.94722147609641,-10.947221476096406,1.5916157281026244e-15,10.94722147609641,-10.947221476096406
0.5,-0.21489700934648046,10.76371155959041,-11.19350557828337,-0.5817348484037229,10.341030891572945,-11.504500588380392,1.0971978190825686,11.87857702955336,-9.684181391388224,5.297678824202683,15.974620131113383,-5.3792624827080155
1.0,-0.7740487825218276,10.222298747161595,-11.77039631220525,-0.1447004685807665,10.79510856140632,-11.084509498567854,1.4966571139829647,12.149937501048003,-9.156623273082074,26.84355913350342,35.96344560300475,17.723672664002088
2.0,-0.5038968102624508,10.48469353859658,-11.492487159121481,-0.1447004685807665,10.79510856140632,-11.084509498567854,-1.0099306288828762,9.774520498369046,-11.7943817561348,30.479106345913497,39.497248729138164,21.46096396268883
4.0,0.4803291445606983,11.348786315874545,-10.388128026753147,-0.1447004685807665,10.79510856140632,-11.084509498567854,3.6163256697802173,13.988317416587282,-6.755666077026849,46.84157527973817,54.0104169265869,39.67273363288945
