x,meanNoByzantine,upNoByzantine,lowNoByzantine,meanInterferenceAmplifyfalsealarm,upInterferenceAmplifyfalsealarm,lowInterferenceAmplifyfalsealarm,meanInterferenceLiehide,upInterferenceLiehide,lowInterferenceLiehide,meanObsNoise,upObsNoise,lowObsNoise,meanUserDirLie,upUserDirLie,lowUserDirLie
10,2.150500274,2.610403568745141,1.6905969792548592,2.150500274,2.610403568745141,1.6905969792548592,2.150500274,2.610403568745141,1.6905969792548592,1.537491495,1.8865104326424094,1.1884725573575907,1.55752793,1.8780521789204605,1.2370036810795395
110,9.923452855999999,11.210130073654842,8.636775638345156,9.923452855999999,11.210130073654842,8.636775638345156,9.923452855999999,11.210130073654842,8.636775638345156,6.712994189,7.6829730357393835,5.743015342260616,5.269680413,6.0622255719512985,4.477135254048701
210,5.098873435000001,5.737937419122577,4.459809450877424,5.13732098,5.780503314754702,4.4941386452452985,5.14894618,5.794633851654739,4.503258508345262,3.514049494,3.9953678554175047,3.0327311325824953,2.4382753459999997,2.828371473151951,2.0481792188480483
310,7.434390242,8.403935647319553,6.464844836680448,7.405699245,8.376323993076076,6.435074496923924,7.356754035,8.335591245828557,6.377916824171444,5.731072538,6.4942744882080605,4.96787058779194,3.6258059819999997,4.163982409433133,3.0876295545668673
410,9.148520353,10.366944587483635,7.930096118516366,9.228316606,10.443472877243057,8.013160334756943,9.226821966,10.456128269142758,7.997515662857241,7.923129819,9.004928407429013,6.841331230570987,4.609745376,5.390449133015692,3.8290416189843084
510,9.474964038,10.651885266304783,8.298042809695216,9.518306906,10.690430430577965,8.346183381422033,9.49958809,10.656857142605645,8.342319037394354,8.46735155,9.551379641001816,7.383323458998184,5.108579012,5.951971036350122,4.265186987649877
610,10.490848617,11.796646345705101,9.185050888294898,10.306159851,11.586478602177833,9.025841099822168,10.445838368999999,11.76114795177333,9.130528786226668,9.922085359999999,11.119810485319384,8.724360234680614,5.601024851,6.455101379669531,4.746948322330469
710,11.384715809,12.747079166518274,10.022352451481725,11.309812872,12.674343047919745,9.945282696080255,11.504538812,12.890352661118591,10.118724962881409,10.801923143,12.164847046137718,9.438999239862282,6.147630992000001,7.131949571588783,5.163312412411218
810,11.216054523,12.638496919208306,9.793612126791695,11.143979559,12.557332153215402,9.730626964784598,11.231959779999999,12.670937340629127,9.79298221937087,10.910998831,12.290629738604858,9.531367923395143,5.943321248,6.906134631732035,4.980507864267965
910,12.194231333,13.688497233134637,10.699965432865362,12.064521314,13.55239584156351,10.576646786436491,12.067701046,13.57334192683542,10.56206016516458,11.513994213,12.930955342970133,10.097033083029867,6.530900358,7.500457422375014,5.5613432936249865
1010,12.217177666,13.70826326457026,10.72609206742974,12.2294025,13.721207426825478,10.737597573174524,12.147642379999999,13.641654113256712,10.653630646743286,11.55663299,12.955259902882664,10.158006077117337,6.342764128,7.278038798769241,5.407489457230758
1110,12.409375198,14.03674678521677,10.782003610783228,12.620938008,14.267521365786404,10.974354650213595,12.652561453,14.33570658628429,10.96941631971571,12.480666519,14.086650253639263,10.874682784360736,6.682154141,7.722362609748706,5.6419456722512935
1210,12.340516009000002,13.901702072554365,10.779329945445639,12.36321677,13.915895133855939,10.81053840614406,12.396804132,13.96873663204051,10.824871631959489,12.545158034,14.114302991935174,10.976013076064826,6.84755615,7.944166931575685,5.750945368424315
1310,13.091451267,14.700935183124532,11.481967350875468,12.8953266,14.496551271359895,11.294101928640107,13.071110477,14.675667311628409,11.46655364237159,12.813065378,14.384618976125028,11.24151177987497,7.10735907,8.197072904061832,6.0176452359381685
1410,13.05300997,14.683719914241617,11.422300025758382,13.036697646999999,14.654874362114292,11.418520931885705,13.248415277,14.905299253008762,11.591531300991237,12.867365761,14.43967652109212,11.295055000907881,6.932872067,7.991225264732106,5.874518869267894
1510,12.782532296,14.291919098891128,11.27314549310887,12.735901626999999,14.234127238917093,11.237676015082904,12.76819362,14.285081571514366,11.251305668485633,12.949079903,14.478853240281353,11.419306565718646,6.9219071450000005,7.9931164739299705,5.8506978160700305
1610,12.747752538999999,14.356649563809908,11.13885551419009,12.45864998,14.018583514920035,10.898716445079966,12.672749287,14.270690671024298,11.074807902975703,12.656242504,14.250480913562813,11.062004094437187,6.870293096999999,7.9745086772849385,5.76607751671506
1710,12.447464801,14.042540621228854,10.852388980771147,12.521090123,14.113566072206849,10.928614173793152,12.309120107,13.887693853253998,10.730546360746002,11.676336887,13.095093930922687,10.257579843077313,6.4717065510000005,7.50623477076519,5.4371783312348105
1810,12.977784661,14.629525267720899,11.3260440542791,13.239226249,14.916312430477332,11.562140067522668,12.98193076,14.62604391205729,11.337817607942709,12.710238466,14.325392465905288,11.095084466094711,7.020008212,8.131750726418474,5.908265697581525
1910,14.064148191000001,15.888513061748048,12.239783320251954,13.966922425,15.795254960353859,12.138589889646141,14.118783572,15.944258168653903,12.293308975346097,13.227239257999999,14.915826553555052,11.538651962444947,7.658458009,8.863653408161495,6.4532626098385055
2000,13.936241178,15.679557166174192,12.192925189825807,13.806476413,15.554691383547288,12.058261442452713,13.853709858,15.576797096197193,12.130622619802807,13.257217312,14.89668500429422,11.61774961970578,7.379358304,8.595963126563863,6.162753481436138
