step_M,oracle_raw,oracle_smooth,local_raw,local_smooth
2.197504,1201.142822,7641.161455,7382.169434,6561.226782
2.256896,17995.822266,7969.848296,6611.449707,6191.970386
2.316288,9621.629883,8207.989368,2937.293701,5988.366895
2.375680,3037.540283,8582.011804,4633.692871,5957.697266
2.435072,3323.400146,8109.269543,5030.666016,5265.715039
2.494464,5746.515625,8217.233997,1785.617432,5627.511670
2.553856,6223.432617,8677.864221,3825.181641,6068.507654
2.613248,4534.493652,8955.061340,3594.564941,5882.646960
2.672640,10091.962891,9190.365588,2759.212402,6534.219238
2.732032,17691.701172,8944.810535,7158.392578,7913.429858
2.791424,11740.320312,8496.547156,4823.877930,7925.530151
2.850816,5155.038086,8670.656128,5905.809082,7701.680481
2.910208,9022.270508,8033.798706,6956.549805,7795.643396
2.969600,6029.418457,7763.403784,3119.037109,7853.350574
3.028992,9895.821289,7753.684790,20196.814453,7723.406653
3.088384,18327.183594,7696.415601,12099.069336,7572.851331
3.147776,11548.483398,7881.676685,3166.122559,8098.313916
3.207168,9106.345703,8298.448169,16091.905273,8635.388477
3.266560,6854.604004,8555.170654,30724.410156,8768.977905
3.325952,2783.816406,8146.929419,9708.766602,8665.471231
3.385344,4683.322266,7463.520435,2905.176025,8373.611069
3.444736,5258.673828,7258.581104,8490.708008,8437.298007
3.504128,4213.731445,7272.404492,4091.437256,8639.438852
3.563520,2843.160400,8454.172119,2034.814453,8668.101743
3.622912,2178.016357,8867.538696,2019.559570,8755.970444
3.682304,9451.737305,8478.222571,12294.869141,7867.705978
3.741696,14558.862305,7610.250589,14566.672852,7465.572165
3.801088,9668.943359,7128.022684,6266.353516,7443.905222
3.860480,1927.138184,7245.865359,689.078918,6762.283395
3.919872,4023.521484,7481.211722,1321.189331,6268.138376
3.979264,7641.533691,7835.417776,6097.616699,6368.190866
4.038656,5431.505859,7831.669925,9948.625977,7125.513998
4.098048,32657.623047,7771.077530,7529.807617,8132.982407
4.157440,14296.750000,7658.136130,4876.411133,8751.607224
4.216832,2109.498779,7949.660385,2431.525146,8917.624313
4.276224,967.743958,8047.474338,4056.393066,8870.054105
4.335616,1903.925293,7577.212109,2732.783691,8391.643399
4.395008,11463.199219,6887.531833,2459.468750,7793.954056
4.454400,11561.531250,6499.793173,20841.509766,7744.986966
4.513792,9867.937500,6749.505576,11709.816406,8126.100598
4.573184,4608.365234,6835.875327,18051.638672,8374.595502
4.632576,4046.825928,6509.734305,28640.076172,8192.233112
4.691968,1954.903442,6395.194156,16463.933594,7799.387433
4.751360,8673.645508,4841.358572,5355.156250,7453.626315
4.810752,4134.295410,4130.582318,1068.155396,7417.208542
4.870144,46.492737,4079.663836,2726.655029,7470.650864
4.929536,765.256775,4069.514291,2612.885986,7717.493857
4.988928,1914.170166,4909.406698,5287.011719,8104.536899
5.048320,6921.386230,5757.831601,8311.351562,8633.422348
5.107712,5750.916504,5582.901547,6291.087402,8430.010239
5.167104,1118.713257,5518.188168,2450.368896,8153.680258
5.226496,3140.702881,5681.192562,2091.712402,7434.443576
5.285888,1580.911377,5585.348861,614.585266,6299.592111
5.345280,81.224907,5507.756614,4148.055664,5633.365414
5.404672,1091.129150,5107.911659,3500.371582,5651.347153
5.464064,764.753052,4926.853654,8993.252930,5932.651883
5.523456,18701.773438,5578.159877,10473.644531,6147.080020
5.582848,28431.697266,6178.076970,13037.177734,6234.765164
5.642240,8062.930176,6716.681254,16773.267578,6182.988382
5.701632,8573.669922,6970.421464,6183.216797,5887.712173
5.761024,7868.453125,7253.682182,3666.905029,5737.585599
5.820416,2129.951904,7384.387266,5943.046875,6145.405582
5.879808,403.058502,7312.844218,3139.399658,6438.402676
5.939200,676.746399,7391.038517,5714.791016,6530.319714
5.998592,513.135315,7812.405836,6694.250000,6355.829691
6.057984,13072.617188,9085.758949,7015.217773,6283.434219
6.117376,12763.598633,9852.102010,4366.588867,6062.709732
6.176768,12686.255859,9021.717122,4251.476074,5840.852432
6.236160,11996.190430,7945.338216,2405.827393,6371.632510
6.295552,11416.130859,8280.206355,3288.555908,6103.281876
6.354944,3732.814941,8144.906209,10606.768555,5946.036490
6.414336,1709.841919,8256.363387,7951.654297,5908.950467
6.473728,3144.797363,8694.250508,2452.926025,6812.155350
6.533120,8508.571289,8780.173511,658.255188,7675.659879
6.592512,26558.191406,8876.324338,2052.462158,7942.052994
6.651904,16091.614258,9171.204047,4578.763184,8053.485855
6.711296,2094.075684,8941.166058,6036.498535,8182.864468
6.770688,6904.119141,8441.318573,23652.779297,8110.732120
6.830080,14760.292969,7869.127045,11406.254883,7977.569656
6.889472,5867.666992,7701.351849,3038.309082,8032.226700
6.948864,10097.596680,7550.524994,2925.184570,8407.994656
7.008256,10887.694336,7485.559357,24007.144531,8498.814920
7.067648,2121.518555,7477.170007,20409.490234,8506.395047
7.127040,2599.762939,7884.305774,11042.653320,8577.498087
7.186432,6410.729492,8377.631409,8922.907227,8885.376636
7.245824,8471.857422,7378.657532,9602.790039,9136.837683
7.305216,2766.648926,6690.082007,2923.941895,9388.255774
7.364608,1242.425293,6696.676758,1588.226807,9838.960779
7.424000,8640.686523,6463.457703,3498.968262,9259.703601
7.483392,8399.593750,6173.481238,10803.915039,8854.905347
7.542784,2433.502197,6252.182483,12423.173828,9154.603662
7.602176,1542.054932,5934.149854,8103.256836,9325.370215
7.661568,11287.512695,5637.547437,3874.986816,8176.130020
7.720960,18375.083984,5666.792822,6815.826172,7279.946231
7.780352,6578.713867,5724.584436,7081.683105,6811.673563
7.839744,2320.103760,5697.572058,9607.125000,6376.144178
7.899136,2225.970703,5363.518787,15050.598633,6051.159559
7.958528,2239.738037,5257.828378,12067.635742,6148.261658
8.017920,8960.763672,5260.826688,3310.289795,6377.374415
8.077312,7441.691895,5599.510623,9032.275391,6580.619630
8.136704,3736.944092,5598.037723,6340.515625,6381.032105
8.196096,4955.645996,5671.518961,1022.340637,5923.420936
8.255488,2706.426270,5873.299319,2485.814453,5739.566541
8.314880,3755.595215,5465.987943,1677.199951,6741.428724
8.374272,5870.481934,4604.887418,212.319534,7017.517396
8.433664,1790.791992,4430.313638,3103.097656,6834.695789
8.493056,652.840759,4411.706686,4865.983887,6512.169495
8.552448,1302.391479,4338.749103,6170.481934,6582.566615
8.611840,15414.365234,4251.555814,7563.872559,6876.798402
8.671232,8370.135742,4069.655032,6812.164551,7636.419556
8.730624,3903.126953,4177.899832,3270.950439,7963.575758
8.790016,5577.662109,4444.379190,4426.168945,7855.607618
8.849408,3141.285156,4580.655777,23912.230469,8185.549253
8.908800,1153.073486,4982.377872,12337.599609,8255.338389
8.968192,3087.238281,5017.780020,3425.250977,8428.990720
9.027584,1947.964722,5105.991617,3156.599121,9133.634460
9.086976,766.819031,5793.528189,16458.541016,9507.873035
9.146368,495.872253,6216.506464,17952.271484,10551.891711
9.205760,5322.748047,6261.986108,18502.712891,11047.409851
9.265152,9606.587891,5653.827332,15575.399414,10833.442908
9.324544,9066.531250,6125.977283,4181.152832,11029.606750
9.383936,7681.177734,6405.510535,7621.173340,11450.854541
9.443328,10740.868164,6489.855652,3881.597168,11436.874707
9.502720,4463.638184,6491.344592,5150.246582,10376.980640
9.562112,7634.713867,6563.092761,14305.194336,9819.459894
9.621504,15541.523438,6555.881458,10587.869141,9782.596527
9.680896,9112.406250,6512.307587,25746.357422,9789.464935
9.740288,2211.984375,6581.950766,16080.844727,9095.704926
9.799680,3251.189697,6777.481079,3284.533691,8707.059857
9.859072,17813.134766,6776.917139,10735.441406,8393.607025
9.918464,9493.791992,6562.355005,11695.906250,7877.265619
9.977856,7264.564453,7136.588208,4146.572266,8053.666498
10.037248,3171.063965,7711.553638,2714.349121,8119.625555
10.096640,2588.036865,7420.964868,1187.184692,8189.472845
10.156032,2943.012207,7438.761060,2687.983643,8055.725116
10.215424,1076.487305,7161.445959,3293.967285,7444.169464
10.274816,2159.682617,6426.236731,2583.340820,6985.673993
10.334208,4406.478516,5977.176835,10179.370117,5888.100763
10.393600,5311.469238,6215.373637,12233.656250,5222.788507
10.452992,5315.345215,6252.407291,5248.571289,5128.575244
10.512384,20551.195312,5378.031742,7709.170410,4829.821973
10.571776,19180.486328,4927.495684,8940.354492,4484.174243
10.631168,4929.092773,4579.616659,5278.542969,4834.813940
10.690560,4819.562012,4436.527798,2475.291992,5207.772852
10.749952,2088.411865,4324.250434,2074.081299,5540.991937
10.809344,837.338867,4186.933380,1417.959717,5559.417010
10.868736,131.208328,4252.832587,3794.892822,5850.980121
10.928128,6975.920410,4203.172266,2774.599609,6227.894086
10.987520,3991.862793,3990.678631,1400.268433,5800.682556
11.046912,325.623779,3800.787121,4760.375977,5236.534103
11.106304,483.070831,3593.685131,4782.951660,5032.848166
11.165696,306.983948,2967.543993,11159.366211,4824.839365
11.225088,309.286743,2262.914233,10173.527344,4517.610275
11.284480,342.489594,2033.551530,7851.566406,4382.618625
11.343872,196.671127,1810.684832,3056.485107,4576.666623
11.403264,2394.471436,1890.886077,9125.229492,4722.434970
11.462656,1166.476196,2490.517522,10121.620117,4761.692587
11.522048,156.605820,2763.089406,1635.139526,4736.208017
11.581440,1513.639038,2673.009669,950.687195,4748.501828
11.640832,1173.305420,2768.238820,1174.852539,5125.839285
11.700224,8028.372559,3124.340199,3548.994385,5330.755594
11.759616,5087.891113,3465.431946,2795.772705,5367.179813
11.819008,341.838715,3732.014511,2578.709961,4832.829047
11.878400,362.228058,3756.057446,6356.251953,4460.863861
11.937792,3692.436768,3863.850410,4989.448242,4439.751483
11.997184,12829.967773,4066.319759,2203.112061,4551.275568
12.056576,5582.645996,4029.685500,3285.201416,4124.215717
12.115968,5174.325684,4002.407653,3020.475830,3649.418860
12.175360,5896.445801,4311.190814,8947.017578,3895.399091
12.234752,7447.651367,4938.255103,8858.702148,4192.181235
12.294144,7304.905762,5304.200330,5511.436035,4576.627084
12.353536,5638.635254,5007.593188,472.350891,5378.076486
12.412928,790.145447,4916.994812,2734.223633,5656.694540
12.472320,2498.348877,5027.530611,7429.318848,5575.882736
12.531712,4246.058105,5085.876587,5286.966797,5463.866061
12.591104,1661.786255,5004.946265,584.032471,6202.609274
12.650496,620.919250,4605.189380,625.682983,6992.955429
12.709888,6332.269043,4603.789844,6554.744141,7118.294894
12.769280,14054.924805,4484.949854,6886.330078,7279.690756
12.828672,8492.209961,4240.517456,8863.769531,7035.227560
12.888064,2096.229736,3877.130274,19577.982422,6735.267099
12.947456,3275.923584,3616.730518,8368.133789,6661.943832
13.006848,2552.554688,3405.397211,962.473877,7078.324286
13.066240,1529.147583,3399.824952,4115.918457,7245.111835
13.125632,2073.830322,3331.121626,19764.312500,6940.149567
13.185024,4834.830078,3151.950355,18010.035156,6742.042981
13.244416,5554.655273,3124.314832,5791.990723,7120.104688
13.303808,2797.525879,3273.560032,6248.393066,7465.449762
13.363200,1007.797852,3121.947507,4057.753662,7491.366290
13.422592,179.907730,2890.519724,2859.492920,8586.622247
13.481984,2096.910645,2922.698484,4044.970703,8883.588751
13.541376,1411.969116,3127.701157,8799.959961,8013.884637
13.600768,678.700256,3260.441135,6069.974609,7627.731183
13.660160,1124.282349,3196.547507,1330.073486,7662.900378
13.719552,662.632690,3228.835770,1324.835083,7611.741614
13.778944,1109.075806,3434.505949,8145.266602,6768.127771
13.838336,3605.823242,3498.833219,7532.584473,6123.349011
13.897728,3300.018555,3516.568107,7073.074707,6168.320984
13.957120,9426.369141,3623.714152,28791.449219,6195.785193
14.016512,9135.785156,3600.098289,14803.099609,6110.729675
14.075904,6196.283203,3720.491782,2183.900146,6235.864087
14.135296,5930.723145,3715.333932,645.064697,6446.508276
14.194688,1274.682129,3886.086990,1665.857788,6222.646704
14.254080,2174.912842,4087.269897,3092.743164,5935.357353
14.313472,6187.233887,4046.989748,2892.035645,6001.255620
14.372864,6121.375488,4042.257060,5114.459961,6095.764525
14.432256,5909.353027,4125.062767,6691.430176,5840.322643
14.491648,4940.446777,4106.357249,6797.677246,5584.770897
14.551040,535.480591,4066.498668,2356.643311,5642.692845
14.610432,2587.777588,3676.949632,5362.181152,4712.246263
14.669824,1993.753662,3253.998405,8257.854492,5342.068822
14.729216,4827.030273,2977.260078,4322.728516,6559.784654
14.788608,4702.358398,2708.783153,324.187592,6614.153954
14.848000,318.679352,2664.458754,2648.038818,6665.049150
14.907392,567.978943,2634.676497,3215.013184,6575.348814
14.966784,2765.189941,2390.342268,3036.428955,6486.421263
15.026176,3231.712891,2139.810976,2421.549561,6251.961761
15.085568,2502.846924,1913.809779,8231.513672,5938.575436
15.144960,1635.388428,1916.208583,10182.517578,5868.220383
15.204352,676.760620,2552.185188,27399.550781,5985.353842
15.263744,661.516663,2980.551631,26538.216797,5776.619717
15.323136,561.184631,2952.507185,1732.450684,5577.487637
15.382528,388.194153,2818.526912,2683.761719,5520.862515
15.441920,1579.267700,2700.551204,1298.736450,5656.170909
15.501312,1300.549316,2740.618018,1113.484619,5666.292552
15.560704,1110.749634,2911.048477,425.269928,5561.310924
15.620096,1389.329102,2970.610123,423.703674,5457.936382
15.679488,4988.422852,2994.545865,5390.576172,5710.162590
15.738880,13255.012695,3120.773318,4699.312500,5927.290276
15.798272,11155.106445,3230.813992,1187.498657,5770.019719
15.857664,1432.864746,3217.200835,4275.212891,4487.462901
15.917056,2147.424805,3228.085295,3190.226074,3271.822447
15.976448,2342.844238,3262.918324,3030.355469,3411.503917
16.035840,1120.015625,3358.721581,2850.471680,3577.955040
16.095232,3976.588135,3469.306633,1115.380615,3610.457573
16.154624,3956.422852,3552.992424,968.938110,3588.284572
16.214016,3710.427734,3860.034825,7466.073730,3909.898224
16.273408,5027.395996,4038.517442,12574.067383,4158.601785
16.332800,3836.201904,4098.644054,7037.106445,3977.191501
16.392192,404.497467,3815.632310,1748.414429,4076.930856
16.451584,879.205872,3484.253502,2225.407715,4320.621695
16.510976,1257.845215,3530.479478,4526.080078,4156.313065
16.570368,2304.259277,3721.757213,6012.784180,4131.471512
16.629760,3790.968750,3798.283519,1948.787109,4040.113992
16.689152,2974.265137,3824.824309,670.024597,4320.909695
16.748544,7251.597656,3679.066856,6857.542969,4898.574942
16.807936,4958.981445,3533.192796,5397.774902,5118.638339
16.867328,6190.955078,3356.250035,1762.370483,5012.242441
16.926720,7594.777832,3151.276347,6694.099609,4549.166306
16.986112,4527.530273,3121.946159,6061.315430,4329.949973
17.045504,2357.384277,3497.688205,989.040283,4487.226273
17.104896,5972.979492,3870.794318,2693.395020,4511.479703
17.164288,3873.370361,4056.720660,1203.205078,4405.999686
17.223680,1650.831421,3974.268872,8466.385742,4250.679166
17.283072,1061.439087,4016.783521,12668.685547,4170.262871
17.342464,1038.941650,4266.202148,5370.206055,4207.861659
17.401856,171.572510,4167.136157,5338.155762,4054.140553
17.461248,927.922241,3996.780524,3312.544678,3859.658986
17.520640,3249.598145,3741.281580,2652.779785,3779.819701
17.580032,7919.338379,3421.089819,4893.940430,3562.463110
17.639424,8341.328125,3262.218494,2710.476318,3338.552624
17.698816,4976.372070,3223.927509,2416.479736,3457.204430
17.758208,655.223511,3027.864740,2906.373779,3635.537389
17.817600,4641.261719,3081.208038,340.461212,3810.691637
17.876992,7962.637695,3211.783337,1422.000366,3396.405100
17.936384,5270.277832,3357.448029,3783.120850,2770.022475
17.995776,1551.868774,3598.050629,1508.143555,2505.317345
18.055168,1080.976196,3601.709430,165.584793,2248.355317
18.114560,1190.942627,3704.717810,2346.967773,2135.168690
18.173952,1350.103760,3758.120251,1583.105713,2092.437141
18.233344,1591.564575,3608.603845,3362.076416,1969.827387
18.292736,2051.724121,3467.829700,6260.054199,1934.254633
18.352128,4940.236328,3283.718878,4706.290039,1870.020258
18.411520,4262.337402,3253.861618,180.654999,1810.971278
18.470912,3974.732910,3561.618747,141.033051,1846.688024
18.530304,5850.993652,3680.506149,76.103439,1778.627972
18.589696,244.748535,3583.821970,198.915207,1646.873760
18.649088,2988.089844,3532.937991,1048.812134,1643.284014
18.708480,4317.646973,3592.023178,1798.148804,1664.335301
18.767872,4929.010254,3636.080453,2441.745361,1585.122008
18.827264,5525.845215,3635.200687,1999.021240,1635.524425
18.886656,1294.155640,3592.129745,1131.792236,1777.286668
18.946048,58.078308,3521.525781,1725.394165,1610.117406
19.005440,10796.404297,3415.082605,1054.796143,1433.043687
19.064832,10340.385742,3404.876941,60.799316,1541.611426
19.124224,3336.594238,3289.065210,1148.036621,1656.971895
19.183616,534.189209,3224.753589,1436.348633,1800.730676
19.243008,2262.679932,3343.331775,586.610535,1906.034915
19.302400,2072.088135,3440.096765,762.701904,1923.027634
19.361792,1332.508423,3489.527258,2591.154053,1899.403641
19.421184,730.145752,3293.575125,6197.321289,2010.066348
19.480576,639.644836,3086.774979,2916.668945,2014.009109
19.539968,2811.372803,3048.947650,1164.815674,1958.467273
19.599360,4058.224121,3051.811227,2352.009766,1932.728705
19.658752,1658.498291,2528.002803,2448.242432,1907.697342
19.718144,4564.761230,2076.435096,2951.279053,1939.866809
19.777536,2616.312256,1952.985212,2305.000000,1917.195078
19.836928,4923.389648,1931.132755,1388.666504,1901.039005
19.896320,5306.256836,1822.407274,1325.668945,2045.513043
19.955712,1009.967590,1724.370855,4654.999512,2236.301361
20.015104,1389.842285,1815.843078,2077.876465,2178.573328
20.074496,537.609070,1875.639812,20.955509,1897.762219
20.133888,115.349846,1874.035027,1210.622803,1774.894002
20.193280,320.235809,1901.481207,554.168884,1726.875765
20.252672,1309.031616,1907.460064,704.188660,1619.974939
20.312064,867.596558,1871.650033,694.601990,1515.707308
20.371456,97.140053,1687.186654,1113.227173,1413.250002
20.430848,88.170326,1681.890182,3476.091309,1326.712944
20.490240,111.359749,1554.771163,4578.468262,1260.876706
20.549632,3161.952881,1324.004913,1436.593384,1213.257921
20.609024,1926.080444,1311.763729,581.099121,997.532005
20.668416,607.549133,1273.137685,459.304596,912.753375
20.727808,3360.296387,1260.385990,204.450928,1086.098239
20.787200,4177.801270,1257.084539,213.993256,1165.449606
20.846592,942.297668,1248.002911,362.889801,1155.720903
20.905984,875.493652,1200.804614,902.132935,1249.219587
20.965376,2510.382812,1204.852566,574.258850,1348.295481
21.024768,2381.009277,1235.689759,71.941734,1357.984257
21.084160,690.931824,1305.606762,373.293243,1200.926197
21.143552,765.143921,1391.991039,340.481201,1031.022920
21.202944,617.321411,1273.090111,382.303864,1031.793928
21.262336,282.575165,1256.089189,3487.852783,1089.748249
21.321728,49.320816,1338.505421,2797.650146,1094.583844
21.381120,138.603256,1260.427974,359.594818,1099.198397
21.440512,365.065674,1419.816328,2574.162354,1105.191278
21.499904,948.555603,1749.134038,2676.119873,1184.871586
21.559296,713.883911,1782.674736,1307.002686,1243.136399
21.618688,1486.510376,1661.666116,334.930115,1246.817640
21.678080,1839.045288,1637.561556,1180.402710,1254.119290
21.737472,783.934326,1742.223937,1452.013550,1347.263795
21.796864,1586.062012,1807.017071,1740.185547,1408.629305
21.856256,2255.873779,1835.644744,556.016479,1396.021365
21.915648,1798.747437,1859.507533,296.742004,1266.990481
21.975040,7365.568359,1857.805180,333.850861,1155.718230
22.034432,7528.651855,1851.809219,1956.495972,1147.705747
22.093824,1546.307617,1918.638339,2067.429199,1020.504150
22.153216,90.210403,1942.404052,647.883667,903.847332
22.212608,1898.918091,1934.190429,217.974731,847.372932
22.272000,2784.179443,1869.084808,2236.183350,869.472770
22.331392,2061.006592,1782.430933,1567.791382,850.190229
22.390784,1189.874878,1748.399946,130.145065,782.199989
22.450176,759.830933,1729.966255,907.235107,723.969093
22.509568,15.273764,1676.618794,572.205139,711.540911
22.568960,18.684032,1622.434208,199.345154,726.358404
22.628352,1701.648071,1276.821490,30.130400,724.243634
22.687744,1423.869873,912.370051,342.983521,675.266693
22.747136,549.611450,891.428907,177.514679,621.916625
22.806528,184.397964,991.653885,776.926880,618.797576
22.865920,105.967773,952.704685,794.751892,613.701345
22.925312,103.314590,848.746811,92.208748,518.420902
22.984704,1217.388184,749.540846,575.567627,462.989163
23.044096,1188.924561,794.688460,307.452850,487.436930
23.103488,715.055725,839.169399,593.091858,449.807659
23.162880,453.313995,1220.966038,291.555450,501.872310
23.222272,239.623077,1619.195776,976.957153,576.069841
23.281664,1127.484741,1571.491147,1000.427856,576.235437
23.341056,2094.709961,1932.062546,585.502686,605.628156
23.400448,1119.934082,2256.763614,116.050095,661.013079
23.459840,705.021973,2508.544985,330.574493,660.784035
23.519232,76.887299,2630.301101,459.156616,646.577970
23.578624,2092.827148,2703.072835,619.100403,676.578577
23.638016,1649.449707,2717.785194,154.649673,691.466849
23.697408,7651.206543,2808.634486,1613.498169,704.408244
23.756800,7983.278809,2920.585936,1683.295776,737.384456
23.816192,747.555481,2947.171631,33.442322,764.103986
23.875584,8635.297852,2940.197886,930.837891,729.491623
23.934976,7043.632812,2890.123918,1285.213135,693.984872
23.994368,5220.025391,3183.641056,772.346008,679.472710
24.053760,2541.090088,3314.051286,510.630585,690.186607
24.113152,1558.749268,3291.274363,692.220886,680.685748
24.172544,1511.635376,3300.047367,873.333069,660.286048
24.231936,3005.910400,3210.769162,566.280762,660.287079
24.291328,2954.084717,3141.634700,1252.616089,660.280111
24.350720,985.027893,2772.007970,825.946045,610.340786
24.410112,100.148170,2394.545447,284.709900,556.453722
24.469504,126.005386,2371.534867,290.292847,555.291147
24.528896,7965.052734,1962.388289,295.259430,520.700389
24.588288,3728.138672,1641.545250,330.328033,468.775975
24.647680,249.483505,1422.248198,140.557327,436.519181
24.707072,252.347382,1330.555019,51.162609,416.873804
24.766464,307.263062,1364.590822,619.121033,390.831691
24.825856,266.760468,1375.422799,154.510300,358.889369
24.885248,258.671936,1259.488524,614.711670,693.202602
24.944640,434.028351,1139.862264,605.554504,980.281734
25.004032,287.343872,1204.361797,10.190826,943.468609
25.063424,452.366302,1254.370685,239.022720,935.101708
25.122816,626.772034,1262.618206,246.724854,1154.692803
25.182208,834.084351,957.657769,127.210136,1243.881565
25.241600,707.226501,815.715108,117.723038,1235.511874
25.300992,2239.465332,811.435215,171.378632,1248.527014
25.360384,1728.274902,988.756457,234.486633,1279.609802
25.419776,687.224915,1163.775201,7252.545410,1294.536163
25.479168,561.559509,1162.894550,6994.198730,1297.341830
25.538560,2275.018555,1213.643717,89.683556,1275.206610
25.597952,1100.325928,1225.607812,117.371880,1255.854271
25.657344,290.955811,1218.897779,4682.114746,1265.092231
25.716736,1865.843994,1200.021807,2079.034668,1268.467619
25.776128,889.285461,1189.955875,162.934204,1276.235757
25.835520,163.885635,1244.720139,400.860138,1289.969867
25.894912,3798.772217,1294.235450,672.818359,1293.612072
25.954304,3807.637939,1197.176970,917.648254,1286.824392
26.013696,249.147461,1119.160802,210.623642,1275.447719
26.073088,1273.655273,1095.147469,172.007263,974.224068
26.132480,673.310242,1096.936309,218.507721,664.061129
26.191872,153.143219,998.083031,194.950027,666.578625
26.251264,74.846855,1054.084166,306.530487,721.061160
26.310656,425.453400,1178.895519,402.087616,518.783746
26.370048,1929.369629,1328.776659,401.892334,416.403658
26.429440,1697.532715,1528.888851,190.567139,413.905271
26.488832,298.295746,1577.323787,35.625027,399.989769
26.548224,167.951538,1415.017543,6.953186,367.011264
26.607616,206.958252,1271.105305,1228.072388,332.318172
26.667008,597.336304,1346.960646,790.939941,335.558876
26.726400,297.953003,1351.086970,140.033478,330.376460
26.785792,2220.348633,1437.865355,1207.022583,365.178091
26.845184,2787.182861,1591.191128,636.566467,381.556567
26.904576,4863.466797,1621.545410,31.432899,393.503721
26.963968,4891.529297,1611.080646,112.966469,396.338854
27.023360,1132.584351,1518.785626,122.550102,392.012533
27.082752,552.647339,1444.881766,13.248262,446.696853
27.142144,929.393188,1437.992225,223.786407,596.184412
27.201536,1766.254272,1448.983062,275.437714,648.633177
27.260928,1356.181763,1532.942797,68.358955,590.835021
27.320320,2408.877930,1553.462463,914.540344,563.903509
27.379712,3219.658691,1542.838832,522.519531,574.205698
27.439104,681.932495,1438.361615,545.473572,564.281373
27.498496,216.158112,1327.113064,458.790283,562.446732
27.557888,83.469238,1110.537494,315.365906,576.035845
27.617280,219.455505,889.410408,1284.253540,575.968291
27.676672,160.504929,865.287086,3025.376221,579.068769
27.736064,387.768280,853.852723,1055.928467,706.136495
27.795456,1886.152954,813.530240,72.109283,1102.785480
27.854848,1007.729614,726.983210,252.309692,1444.626534
27.914240,85.480385,667.139332,346.077271,1444.157089
27.973632,130.804291,573.871662,1008.536072,1427.458346
28.033024,562.211853,471.848603,599.873657,1437.151864
28.092416,531.955383,526.477625,303.215149,1450.940939
28.151808,468.987579,541.705364,111.615395,1444.423161
28.211200,650.117920,671.376031,184.559662,1442.888768
28.270592,323.960083,735.465230,2554.602783,1396.370141
28.329984,122.943527,733.119272,8156.766113,1276.796255
28.389376,35.313663,716.535867,7112.258789,1265.309149
28.448768,159.304199,657.906643,58.970047,1277.703532
28.508160,543.524536,722.928512,580.565491,1273.668281
28.567552,1179.197510,782.594019,716.389893,1267.059565
28.626944,1774.512939,781.487602,821.255066,1233.030742
28.686336,520.712891,778.504846,328.434723,1254.032164
28.745728,2676.882568,773.846605,284.678040,1284.062590
28.805120,1501.239502,795.978997,353.881012,1280.812792
28.864512,113.585770,787.909809,633.898499,1277.092148
28.923904,56.100163,788.245034,826.186340,1164.989396
28.983296,713.568481,813.564786,319.996948,780.365444
29.042688,2308.166992,834.234213,171.604675,439.912368
29.102080,1278.790527,913.478311,213.902939,445.426449
29.161472,108.675949,1080.717600,327.959625,430.803900
29.220864,502.556732,1050.099365,1019.902100,402.701649
29.280256,438.790558,961.509469,903.823669,550.025040
29.339648,911.635437,938.551828,46.619419,724.646309
