angle,mean,up,low
0.0,40.28961284751901,50.11854041647725,30.460685278560767
45.0,60.04626707987097,68.68197329404039,51.410560865701555
90.0,51.14258104761941,60.4172776500005,41.86788444523832
135.0,43.16280135314702,53.49605331812032,32.82954938817372
180.0,39.158989801751275,50.29814120898878,28.019838394513766
225.0,68.32488741292256,74.69260580407045,61.95716902177468
270.0,68.51378621691391,76.06010335846214,60.96746907536568
315.0,57.62657493040827,66.04071845283667,49.212431407979864
