angle,mean,up,low
0.0,-1.0459189070388675e-14,23.00020143806876,-23.000201438068782
45.0,-1.0459189070388675e-14,23.00020143806876,-23.000201438068782
90.0,-1.0459189070388675e-14,23.00020143806876,-23.000201438068782
135.0,-1.0459189070388675e-14,23.00020143806876,-23.000201438068782
180.0,-1.0459189070388675e-14,23.00020143806876,-23.000201438068782
225.0,-1.0459189070388675e-14,23.00020143806876,-23.000201438068782
270.0,-1.0459189070388675e-14,23.00020143806876,-23.000201438068782
315.0,-1.0459189070388675e-14,23.00020143806876,-23.000201438068782
