x,meanCapacityDeflate,upCapacityDeflate,lowCapacityDeflate,meanDemandDeflate,upDemandDeflate,lowDemandDeflate,meanObsNoise,upObsNoise,lowObsNoise,meanObsReplay,upObsReplay,lowObsReplay
0.0,-3.4106051316484808e-15,44.7917960375343,-44.7917960375343,-3.4106051316484808e-15,44.7917960375343,-44.7917960375343,-3.4106051316484808e-15,44.7917960375343,-44.7917960375343,-3.4106051316484808e-15,44.7917960375343,-44.7917960375343
0.5,-3.4106051316484808e-15,44.7917960375343,-44.7917960375343,-3.4106051316484808e-15,44.7917960375343,-44.7917960375343,-3.4106051316484808e-15,44.7917960375343,-44.7917960375343,-3.4106051316484808e-15,44.7917960375343,-44.7917960375343
1.0,-3.4106051316484808e-15,44.7917960375343,-44.7917960375343,-3.4106051316484808e-15,44.7917960375343,-44.7917960375343,-3.4106051316484808e-15,44.7917960375343,-44.7917960375343,-3.4106051316484808e-15,44.7917960375343,-44.7917960375343
2.0,-3.4106051316484808e-15,44.7917960375343,-44.7917960375343,-3.4106051316484808e-15,44.7917960375343,-44.7917960375343,-3.4106051316484808e-15,44.7917960375343,-44.7917960375343,-3.4106051316484808e-15,44.7917960375343,-44.7917960375343
4.0,-3.4106051316484808e-15,44.7917960375343,-44.7917960375343,-3.4106051316484808e-15,44.7917960375343,-44.7917960375343,-3.4106051316484808e-15,44.7917960375343,-44.7917960375343,-3.4106051316484808e-15,44.7917960375343,-44.7917960375343
