x,meanCapacityDeflate,upCapacityDeflate,lowCapacityDeflate,meanDemandDeflate,upDemandDeflate,lowDemandDeflate,meanObsNoise,upObsNoise,lowObsNoise,meanObsReplay,upObsReplay,lowObsReplay
0.0,-9.805489753489382e-15,32.13808984084478,-32.13808984084479,-9.805489753489382e-15,32.13808984084478,-32.13808984084479,-9.805489753489382e-15,32.13808984084478,-32.13808984084479,-9.805489753489382e-15,32.13808984084478,-32.13808984084479
0.5,-0.9482067137896331,31.620797849464832,-33.5172112770441,-0.028727411537820303,32.151648594796825,-32.20910341787247,-4.010575766878361,28.56922611357055,-36.59037764732727,9.34683257084504,36.936348151464635,-18.242683009774552
1.0,-0.887580175096744,32.01487461543327,-33.79003496562676,2.364096440159409,33.61065528873283,-28.882462408414014,2.440352823343611,34.56706969291858,-29.68636404623136,19.783302670385734,45.144143739975895,-5.577538399204428
2.0,-0.887580175096744,32.01487461543327,-33.79003496562676,2.364096440159409,33.61065528873283,-28.882462408414014,7.4590891802420005,38.43203285435156,-23.51385449386756,20.700506587459895,46.955055797425985,-5.554042622506191
4.0,-0.887580175096744,32.01487461543327,-33.79003496562676,2.364096440159409,33.61065528873283,-28.882462408414014,15.284657183685376,44.398753852827596,-13.829439485456845,25.70053092069031,52.54418974386878,-1.1431279024881604
