x,meanObsReplay,upObsReplay,lowObsReplay
0.0,4.320099833421409e-15,7.258072358716335,-7.258072358716326
0.5,3.380944164371442,10.054642080148119,-3.2927537514052343
1.0,12.687150672423803,19.133419217546386,6.240882127301219
2.0,21.40104182245007,27.51823818587145,15.283845459028687
4.0,24.366748408067444,30.490021316774715,18.243475499360173
