x,meanNoByzantine,upNoByzantine,lowNoByzantine,meanCapacityLie,upCapacityLie,lowCapacityLie,meanDemandLie,upDemandLie,lowDemandLie,meanInterferenceLie,upInterferenceLie,lowInterferenceLie,meanObsNoise,upObsNoise,lowObsNoise,meanUserDirLie,upUserDirLie,lowUserDirLie
42,1702861.8,3637737.2503804695,-232013.65038046916,1702861.8,3637737.2503804695,-232013.65038046916,1702861.8,3637737.2503804695,-232013.65038046916,1702861.8,3637737.2503804695,-232013.65038046916,1702861.8,3637737.2503804695,-232013.65038046916,1702861.8,3637737.2503804695,-232013.65038046916
43,1814096.1333333333,4045842.4854048407,-417650.21873817407,1814096.1333333333,4045842.4854048407,-417650.21873817407,1814096.1333333333,4045842.4854048407,-417650.21873817407,1814096.1333333333,4045842.4854048407,-417650.21873817407,1814096.1333333333,4045842.4854048407,-417650.21873817407,1814096.1333333333,4045842.4854048407,-417650.21873817407
44,2136943.3333333335,4550458.448536821,-276571.78187015373,2136943.3333333335,4550458.448536821,-276571.78187015373,2136943.3333333335,4550458.448536821,-276571.78187015373,2136943.3333333335,4550458.448536821,-276571.78187015373,2136943.3333333335,4550458.448536821,-276571.78187015373,2136943.3333333335,4550458.448536821,-276571.78187015373
45,2266234.1,4884048.642232489,-351580.4422324891,2266234.1,4884048.642232489,-351580.4422324891,2266234.1,4884048.642232489,-351580.4422324891,2266234.1,4884048.642232489,-351580.4422324891,2266234.1,4884048.642232489,-351580.4422324891,2266234.1,4884048.642232489,-351580.4422324891
46,2398434.1,5169888.574206784,-373020.3742067837,2398434.1,5169888.574206784,-373020.3742067837,2398434.1,5169888.574206784,-373020.3742067837,2398434.1,5169888.574206784,-373020.3742067837,2398434.1,5169888.574206784,-373020.3742067837,2398434.1,5169888.574206784,-373020.3742067837
47,2591731.2,5710239.987237197,-526777.587237197,2591731.2,5710239.987237197,-526777.587237197,2591731.2,5710239.987237197,-526777.587237197,2591731.2,5710239.987237197,-526777.587237197,2591731.2,5710239.987237197,-526777.587237197,2591731.2,5710239.987237197,-526777.587237197
48,2552767.1666666665,5595498.4733016435,-489964.13996831,2552767.1666666665,5595498.4733016435,-489964.13996831,2552767.1666666665,5595498.4733016435,-489964.13996831,2552767.1666666665,5595498.4733016435,-489964.13996831,2552767.1666666665,5595498.4733016435,-489964.13996831,2552767.1666666665,5595498.4733016435,-489964.13996831
49,3168942.1,6651495.608002605,-313611.4080026052,3168942.1,6651495.608002605,-313611.4080026052,3168942.1,6651495.608002605,-313611.4080026052,3168942.1,6651495.608002605,-313611.4080026052,3168942.1,6651495.608002605,-313611.4080026052,3168942.1,6651495.608002605,-313611.4080026052
50,3027858.7333333334,6465353.899034003,-409636.432367336,3027858.7333333334,6465353.899034003,-409636.432367336,3027858.7333333334,6465353.899034003,-409636.432367336,3027858.7333333334,6465353.899034003,-409636.432367336,3027858.7333333334,6465353.899034003,-409636.432367336,3027858.7333333334,6465353.899034003,-409636.432367336
51,3156078.433333333,6592403.05607645,-280246.1894097836,3156078.433333333,6592403.05607645,-280246.1894097836,3156078.433333333,6592403.05607645,-280246.1894097836,3156078.433333333,6592403.05607645,-280246.1894097836,3156078.433333333,6592403.05607645,-280246.1894097836,3156078.433333333,6592403.05607645,-280246.1894097836
52,3587162.2333333334,7442519.0483144615,-268194.5816477942,3587162.2333333334,7442519.0483144615,-268194.5816477942,3587162.2333333334,7442519.0483144615,-268194.5816477942,3587162.2333333334,7442519.0483144615,-268194.5816477942,3587162.2333333334,7442519.0483144615,-268194.5816477942,3587162.2333333334,7442519.0483144615,-268194.5816477942
53,3361291.2,7308702.365412786,-586119.9654127853,3361291.2,7308702.365412786,-586119.9654127853,3361291.2,7308702.365412786,-586119.9654127853,3361291.2,7308702.365412786,-586119.9654127853,3361291.2,7308702.365412786,-586119.9654127853,3361291.2,7308702.365412786,-586119.9654127853
54,3273790.1333333333,7195108.139090186,-647527.8724235189,3273790.1333333333,7195108.139090186,-647527.8724235189,3273790.1333333333,7195108.139090186,-647527.8724235189,3273790.1333333333,7195108.139090186,-647527.8724235189,3273790.1333333333,7195108.139090186,-647527.8724235189,3273790.1333333333,7195108.139090186,-647527.8724235189
55,3723621.066666667,8150001.664660642,-702759.5313273086,3723621.066666667,8150001.664660642,-702759.5313273086,3723621.066666667,8150001.664660642,-702759.5313273086,3723621.066666667,8150001.664660642,-702759.5313273086,3723621.066666667,8150001.664660642,-702759.5313273086,3723621.066666667,8150001.664660642,-702759.5313273086
56,3235626.2333333334,6919916.449351629,-448663.98268496245,3235626.2333333334,6919916.449351629,-448663.98268496245,3235626.2333333334,6919916.449351629,-448663.98268496245,3235626.2333333334,6919916.449351629,-448663.98268496245,3235626.2333333334,6919916.449351629,-448663.98268496245,3235626.2333333334,6919916.449351629,-448663.98268496245
57,4237594.733333333,8883640.716616925,-408451.249950259,4237594.733333333,8883640.716616925,-408451.249950259,4237594.733333333,8883640.716616925,-408451.249950259,4237594.733333333,8883640.716616925,-408451.249950259,4237594.733333333,8883640.716616925,-408451.249950259,4237594.733333333,8883640.716616925,-408451.249950259
58,4107924.1333333333,8760119.14197757,-544270.875310902,4107924.1333333333,8760119.14197757,-544270.875310902,4107924.1333333333,8760119.14197757,-544270.875310902,4107924.1333333333,8760119.14197757,-544270.875310902,4107924.1333333333,8760119.14197757,-544270.875310902,4107924.1333333333,8760119.14197757,-544270.875310902
59,3966207.9,8286599.622490395,-354183.8224903946,3966207.9,8286599.622490395,-354183.8224903946,3966207.9,8286599.622490395,-354183.8224903946,3966207.9,8286599.622490395,-354183.8224903946,3966207.9,8286599.622490395,-354183.8224903946,3966207.9,8286599.622490395,-354183.8224903946
60,3646555.033333333,7559906.624704929,-266796.5580382631,3646555.033333333,7559906.624704929,-266796.5580382631,3646555.033333333,7559906.624704929,-266796.5580382631,3646555.033333333,7559906.624704929,-266796.5580382631,3646555.033333333,7559906.624704929,-266796.5580382631,3646555.033333333,7559906.624704929,-266796.5580382631
61,3480703.1333333333,7277567.450227328,-316161.1835606615,3480703.1333333333,7277567.450227328,-316161.1835606615,3480703.1333333333,7277567.450227328,-316161.1835606615,3480703.1333333333,7277567.450227328,-316161.1835606615,3480703.1333333333,7277567.450227328,-316161.1835606615,3480703.1333333333,7277567.450227328,-316161.1835606615
62,3342100.7666666666,7092096.933032343,-407895.3996990104,3342100.7666666666,7092096.933032343,-407895.3996990104,3342100.7666666666,7092096.933032343,-407895.3996990104,3342100.7666666666,7092096.933032343,-407895.3996990104,3342100.7666666666,7092096.933032343,-407895.3996990104,3342100.7666666666,7092096.933032343,-407895.3996990104
63,3263690.3666666667,6945757.466569621,-418376.7332362882,3263690.3666666667,6945757.466569621,-418376.7332362882,3263690.3666666667,6945757.466569621,-418376.7332362882,3263690.3666666667,6945757.466569621,-418376.7332362882,3263690.3666666667,6945757.466569621,-418376.7332362882,3263690.3666666667,6945757.466569621,-418376.7332362882
64,3297360.1333333333,6965424.893173436,-370704.62650676956,3297360.1333333333,6965424.893173436,-370704.62650676956,3297360.1333333333,6965424.893173436,-370704.62650676956,3297360.1333333333,6965424.893173436,-370704.62650676956,3297360.1333333333,6965424.893173436,-370704.62650676956,3297360.1333333333,6965424.893173436,-370704.62650676956
65,3250987.066666667,7001214.594322485,-499240.46098915115,3250987.066666667,7001214.594322485,-499240.46098915115,3250987.066666667,7001214.594322485,-499240.46098915115,3250987.066666667,7001214.594322485,-499240.46098915115,3250987.066666667,7001214.594322485,-499240.46098915115,3250987.066666667,7001214.594322485,-499240.46098915115
66,2895202.6333333333,6305879.844960669,-515474.5782940029,2895202.6333333333,6305879.844960669,-515474.5782940029,2895202.6333333333,6305879.844960669,-515474.5782940029,2895202.6333333333,6305879.844960669,-515474.5782940029,2895202.6333333333,6305879.844960669,-515474.5782940029,2895202.6333333333,6305879.844960669,-515474.5782940029
67,2875508.1666666665,6255017.069776724,-504000.73644339107,2875508.1666666665,6255017.069776724,-504000.73644339107,2875508.1666666665,6255017.069776724,-504000.73644339107,2875508.1666666665,6255017.069776724,-504000.73644339107,2875508.1666666665,6255017.069776724,-504000.73644339107,2875508.1666666665,6255017.069776724,-504000.73644339107
68,2894692.433333333,6115378.7140958,-325993.84742913395,2894692.433333333,6115378.7140958,-325993.84742913395,2894692.433333333,6115378.7140958,-325993.84742913395,2894692.433333333,6115378.7140958,-325993.84742913395,2894692.433333333,6115378.7140958,-325993.84742913395,2894692.433333333,6115378.7140958,-325993.84742913395
69,2899632.7,6058142.546239176,-258877.14623917546,2899632.7,6058142.546239176,-258877.14623917546,2899632.7,6058142.546239176,-258877.14623917546,2899632.7,6058142.546239176,-258877.14623917546,2899632.7,6058142.546239176,-258877.14623917546,2899632.7,6058142.546239176,-258877.14623917546
70,3420967.7666666666,7547706.396097772,-705770.8627644391,3420967.7666666666,7547706.396097772,-705770.8627644391,3420967.7666666666,7547706.396097772,-705770.8627644391,3420967.7666666666,7547706.396097772,-705770.8627644391,3420967.7666666666,7547706.396097772,-705770.8627644391,3420967.7666666666,7547706.396097772,-705770.8627644391
71,3494445.8,7606412.690609511,-617521.0906095114,3494445.8,7606412.690609511,-617521.0906095114,3494445.8,7606412.690609511,-617521.0906095114,3494445.8,7606412.690609511,-617521.0906095114,3494445.8,7606412.690609511,-617521.0906095114,3494445.8,7606412.690609511,-617521.0906095114
72,3809472.8,8337877.701555462,-718932.101555462,3809472.8,8337877.701555462,-718932.101555462,3809472.8,8337877.701555462,-718932.101555462,3809472.8,8337877.701555462,-718932.101555462,3809472.8,8337877.701555462,-718932.101555462,3809472.8,8337877.701555462,-718932.101555462
73,3882117.3999999994,8392087.34402622,-627852.5440262193,3882117.3999999994,8392087.34402622,-627852.5440262193,3882117.3999999994,8392087.34402622,-627852.5440262193,3882117.3999999994,8392087.34402622,-627852.5440262193,3882117.3999999994,8392087.34402622,-627852.5440262193,3882117.3999999994,8392087.34402622,-627852.5440262193
74,3985112.2,8631087.288093433,-660862.8880934315,3985112.2,8631087.288093433,-660862.8880934315,3985112.2,8631087.288093433,-660862.8880934315,3985112.2,8631087.288093433,-660862.8880934315,3985112.2,8631087.288093433,-660862.8880934315,3985112.2,8631087.288093433,-660862.8880934315
75,4076217.2,8834609.70198413,-682175.3019841304,4076217.2,8834609.70198413,-682175.3019841304,4076217.2,8834609.70198413,-682175.3019841304,4076217.2,8834609.70198413,-682175.3019841304,4076217.2,8834609.70198413,-682175.3019841304,4076217.2,8834609.70198413,-682175.3019841304
76,4122925.2666666666,8893540.241369147,-647689.7080358146,4122925.2666666666,8893540.241369147,-647689.7080358146,4122925.2666666666,8893540.241369147,-647689.7080358146,4122925.2666666666,8893540.241369147,-647689.7080358146,4122925.2666666666,8893540.241369147,-647689.7080358146,4122925.2666666666,8893540.241369147,-647689.7080358146
77,4328697.033333333,9416450.45090836,-759056.3842416937,4328697.033333333,9416450.45090836,-759056.3842416937,4328697.033333333,9416450.45090836,-759056.3842416937,4328697.033333333,9416450.45090836,-759056.3842416937,4328697.033333333,9416450.45090836,-759056.3842416937,4328697.033333333,9416450.45090836,-759056.3842416937
78,4567736.166666667,9816307.377082711,-680835.0437493771,4567736.166666667,9816307.377082711,-680835.0437493771,4567736.166666667,9816307.377082711,-680835.0437493771,4567736.166666667,9816307.377082711,-680835.0437493771,4567736.166666667,9816307.377082711,-680835.0437493771,4567736.166666667,9816307.377082711,-680835.0437493771
79,4948590.233333333,10759501.85536741,-862321.3887007441,4948590.233333333,10759501.85536741,-862321.3887007441,4948590.233333333,10759501.85536741,-862321.3887007441,4948590.233333333,10759501.85536741,-862321.3887007441,4948590.233333333,10759501.85536741,-862321.3887007441,4948590.233333333,10759501.85536741,-862321.3887007441
80,5292931.9,11876987.925977023,-1291124.1259770226,5292931.9,11876987.925977023,-1291124.1259770226,5292931.9,11876987.925977023,-1291124.1259770226,5292931.9,11876987.925977023,-1291124.1259770226,5292931.9,11876987.925977023,-1291124.1259770226,5292931.9,11876987.925977023,-1291124.1259770226
81,4460102.8,10065436.648313219,-1145231.048313219,4460102.8,10065436.648313219,-1145231.048313219,4460102.8,10065436.648313219,-1145231.048313219,4460102.8,10065436.648313219,-1145231.048313219,4460102.8,10065436.648313219,-1145231.048313219,4460102.8,10065436.648313219,-1145231.048313219
82,4989308.5,11393700.883475663,-1415083.8834756631,4989308.5,11393700.883475663,-1415083.8834756631,4989308.5,11393700.883475663,-1415083.8834756631,4989308.5,11393700.883475663,-1415083.8834756631,4989308.5,11393700.883475663,-1415083.8834756631,4989308.5,11393700.883475663,-1415083.8834756631
83,4512411.133333334,10043824.3551238,-1019002.0884571318,4512411.133333334,10043824.3551238,-1019002.0884571318,4512411.133333334,10043824.3551238,-1019002.0884571318,4512411.133333334,10043824.3551238,-1019002.0884571318,4512411.133333334,10043824.3551238,-1019002.0884571318,4512411.133333334,10043824.3551238,-1019002.0884571318
84,5046776.666666667,11624969.911632013,-1531416.5782986796,5046776.666666667,11624969.911632013,-1531416.5782986796,5046776.666666667,11624969.911632013,-1531416.5782986796,5046776.666666667,11624969.911632013,-1531416.5782986796,5046776.666666667,11624969.911632013,-1531416.5782986796,5046776.666666667,11624969.911632013,-1531416.5782986796
85,5380146.333333333,12321210.950358097,-1560918.2836914305,5380146.333333333,12321210.950358097,-1560918.2836914305,5380146.333333333,12321210.950358097,-1560918.2836914305,5380146.333333333,12321210.950358097,-1560918.2836914305,5380146.333333333,12321210.950358097,-1560918.2836914305,5380146.333333333,12321210.950358097,-1560918.2836914305
86,5410644.1,12226580.29815485,-1405292.0981548512,5410644.1,12226580.29815485,-1405292.0981548512,5410644.1,12226580.29815485,-1405292.0981548512,5410644.1,12226580.29815485,-1405292.0981548512,5410644.1,12226580.29815485,-1405292.0981548512,5410644.1,12226580.29815485,-1405292.0981548512
87,5534650.133333334,12332260.154723339,-1262959.8880566722,5534650.133333334,12332260.154723339,-1262959.8880566722,5534650.133333334,12332260.154723339,-1262959.8880566722,5534650.133333334,12332260.154723339,-1262959.8880566722,5534650.133333334,12332260.154723339,-1262959.8880566722,5534650.133333334,12332260.154723339,-1262959.8880566722
88,5388837.766666667,11650276.028360473,-872600.4950271398,5388837.766666667,11650276.028360473,-872600.4950271398,5388837.766666667,11650276.028360473,-872600.4950271398,5388837.766666667,11650276.028360473,-872600.4950271398,5388837.766666667,11650276.028360473,-872600.4950271398,5388837.766666667,11650276.028360473,-872600.4950271398
