x,meanCapacityLie,upCapacityLie,lowCapacityLie,meanDemandLie,upDemandLie,lowDemandLie,meanInterferenceAmplifyfalsealarm,upInterferenceAmplifyfalsealarm,lowInterferenceAmplifyfalsealarm,meanInterferenceLiehide,upInterferenceLiehide,lowInterferenceLiehide,meanObsNoise,upObsNoise,lowObsNoise,meanUserDirLie,upUserDirLie,lowUserDirLie
0.0,-7.275957614183426e-15,7.902471651710743,-7.902471651710758,-0.9954453056356677,7.840354396075993,-9.831245007347329,-7.275957614183426e-15,7.902471651710743,-7.902471651710758,-7.275957614183426e-15,7.902471651710743,-7.902471651710758,-7.275957614183426e-15,7.902471651710743,-7.902471651710758,-7.275957614183426e-15,7.902471651710743,-7.902471651710758
0.5,-0.7754198695394414,7.143377624658451,-8.694217363737334,-2.3136123319692175,6.853527186071792,-11.480751850010227,-0.5378671681725387,7.350455901486419,-8.426190237831497,-5.558319491731461,8.611140019462134,-19.727779002925054,-0.6395148041134444,7.1886050197599785,-8.467634627986868,5.59642957399823,13.202534331853016,-2.0096751838565563
1.0,-0.08780585087397867,7.7962282215300105,-7.971839923277968,-2.0790700443343515,7.7380488159407435,-11.896188904609446,-0.6411549358129969,7.250759583194544,-8.533069454820538,0.19290980672355182,8.064639805725964,-7.67882019227886,-1.2488225897167753,6.531321619847923,-9.028966799281473,27.317987600735954,33.829670017462874,20.806305184009034
2.0,-1.3674740224876485,6.430035764487649,-9.164983809462946,-2.2660728588122674,6.782066405832438,-11.314212123456972,-0.744556072311037,7.1681454810843945,-8.65725762570647,0.19290980672355182,8.064639805725964,-7.67882019227886,-1.035083137050027,7.019288708531356,-9.089454982631409,32.14315250518407,38.31075139181194,25.975553618556198
4.0,0.25713268252044985,7.895552892939564,-7.381287527898664,-1.464645615834053,7.402071611354058,-10.331362843022164,-1.038901448355869,6.856258758792493,-8.93406165550423,0.19290980672355182,8.064639805725964,-7.67882019227886,1.9954819266238566,9.576544221738793,-5.58558036849108,47.23732967962848,52.321702563152954,42.15295679610401
