x,meanDirInterferenceLie,upDirInterferenceLie,lowDirInterferenceLie,meanInterferenceLie,upInterferenceLie,lowInterferenceLie,meanUserDirLie,upUserDirLie,lowUserDirLie
0.0,-2.7284841053187848e-15,32.670832416432006,-32.670832416432006,-2.7284841053187848e-15,32.670832416432006,-32.670832416432006,-2.7284841053187848e-15,32.670832416432006,-32.670832416432006
0.5,-2.7284841053187848e-15,32.670832416432006,-32.670832416432006,-2.7284841053187848e-15,32.670832416432006,-32.670832416432006,-2.7284841053187848e-15,32.670832416432006,-32.670832416432006
1.0,-2.7284841053187848e-15,32.670832416432006,-32.670832416432006,-2.7284841053187848e-15,32.670832416432006,-32.670832416432006,-2.7284841053187848e-15,32.670832416432006,-32.670832416432006
2.0,-2.7284841053187848e-15,32.670832416432006,-32.670832416432006,-2.7284841053187848e-15,32.670832416432006,-32.670832416432006,-2.7284841053187848e-15,32.670832416432006,-32.670832416432006
4.0,-2.7284841053187848e-15,32.670832416432006,-32.670832416432006,-2.7284841053187848e-15,32.670832416432006,-32.670832416432006,-2.7284841053187848e-15,32.670832416432006,-32.670832416432006
