x,meanDirInterferenceLie,upDirInterferenceLie,lowDirInterferenceLie,meanInterferenceLie,upInterferenceLie,lowInterferenceLie,meanUserDirLie,upUserDirLie,lowUserDirLie
0.0,8.185452315956354e-15,14.950937082349586,-14.950937082349569,8.185452315956354e-15,14.950937082349586,-14.950937082349569,8.185452315956354e-15,14.950937082349586,-14.950937082349569
0.5,2.853898624117259,17.166414850925886,-11.458617602691369,8.185452315956354e-15,14.950937082349586,-14.950937082349569,7.56951011139253,21.818263526951306,-6.679243304166246
1.0,16.066973790290774,29.824146822603915,2.3098007579776354,8.185452315956354e-15,14.950937082349586,-14.950937082349569,22.231786419867195,35.60669506425012,8.85687777548427
2.0,14.829642345118575,28.576778568512612,1.0825061217245384,8.185452315956354e-15,14.950937082349586,-14.950937082349569,34.04430191882815,45.29852557948402,22.790078258172272
4.0,26.173499683745852,38.79722704749113,13.549772320000576,8.185452315956354e-15,14.950937082349586,-14.950937082349569,44.32154299878491,55.14121162494571,33.501874372624115
