x,meanObsNoise,upObsNoise,lowObsNoise,meanObsReplay,upObsReplay,lowObsReplay
0.0,-2.0463630789890885e-14,94.2775676152395,-94.27756761523953,-2.0463630789890885e-14,94.2775676152395,-94.27756761523953
0.5,-2.0463630789890885e-14,94.2775676152395,-94.27756761523953,-2.0463630789890885e-14,94.2775676152395,-94.27756761523953
1.0,-2.0463630789890885e-14,94.2775676152395,-94.27756761523953,-2.0463630789890885e-14,94.2775676152395,-94.27756761523953
2.0,-2.0463630789890885e-14,94.2775676152395,-94.27756761523953,-2.0463630789890885e-14,94.2775676152395,-94.27756761523953
4.0,-2.0463630789890885e-14,94.2775676152395,-94.27756761523953,-2.0463630789890885e-14,94.2775676152395,-94.27756761523953
