x,meanObsNoise,upObsNoise,lowObsNoise,meanObsReplay,upObsReplay,lowObsReplay
0.0,-1.3926637620897963e-14,36.524199839193194,-36.52419983919322,-1.3926637620897963e-14,36.524199839193194,-36.52419983919322
0.5,-4.505420202712024,33.78601254389847,-42.79685294932252,8.707480606528563,40.71412769276597,-23.299166479708845
1.0,-0.27880113546931684,36.88221392692276,-37.43981619786139,10.86758256262037,45.09033042142353,-23.35516529618279
2.0,-3.899650064559588,31.452071637963776,-39.25137176708295,17.046008484463435,50.190902055160585,-16.098885086233715
4.0,7.718853745669586,42.56814708030104,-27.13043958896187,16.036377050027607,51.226966421267406,-19.15421232121219
