angle,mean,up,low
0.0,-7.73070496506989e-15,23.000201438068764,-23.00020143806878
45.0,-7.73070496506989e-15,23.000201438068764,-23.00020143806878
90.0,-7.73070496506989e-15,23.000201438068764,-23.00020143806878
135.0,-7.73070496506989e-15,23.000201438068764,-23.00020143806878
180.0,-7.73070496506989e-15,23.000201438068764,-23.00020143806878
225.0,-7.73070496506989e-15,23.000201438068764,-23.00020143806878
270.0,-7.73070496506989e-15,23.000201438068764,-23.00020143806878
315.0,-7.73070496506989e-15,23.000201438068764,-23.00020143806878
