x,meanNoByzantine,upNoByzantine,lowNoByzantine,meanGreyhole,upGreyhole,lowGreyhole,meanSinkhole,upSinkhole,lowSinkhole,meanSelectiveJam,upSelectiveJam,lowSelectiveJam,meanPosSpoofing,upPosSpoofing,lowPosSpoofing,meanAllAttacks,upAllAttacks,lowAllAttacks
1,556985.5333333333,1345512.8977096963,-231541.83104302967,548097.0166666667,1336852.152345093,-240658.11901175953,553900.25,1342463.0719899186,-234662.5719899187,499371.7,1288215.7546803996,-289472.3546803996,556985.5333333333,1345512.8977096963,-231541.83104302967,499371.7,1288215.7546803996,-289472.3546803996
2,510613.0333333333,1214195.6082228534,-192969.54155618662,502015.31666666665,1205791.172231522,-201760.53889818874,511172.7166666667,1214958.5622267155,-192613.12889338203,493464.26666666666,1198087.8674172359,-211159.33408390247,510613.0333333333,1214195.6082228534,-192969.54155618662,493464.26666666666,1198087.8674172359,-211159.33408390247
3,526374.5666666667,1343770.8880630047,-291021.7547296715,517565.1666666667,1335140.7078949758,-300010.3745616425,523578.0,1341493.1097842013,-294337.10978420137,508488.63333333336,1327300.4641601804,-310323.19749351376,526374.5666666667,1343770.8880630047,-291021.7547296715,508488.63333333336,1327300.4641601804,-310323.19749351376
4,680875.8666666667,1539555.2590736458,-177803.5257403124,671662.35,1530713.5799784735,-187388.87997847341,682419.0666666667,1541724.2159483577,-176886.08261502453,661828.6,1522488.5652714933,-198831.36527149333,680875.8666666667,1539555.2590736458,-177803.5257403124,661828.6,1522488.5652714933,-198831.36527149333
5,562711.2666666667,1316550.797240145,-191128.26390681148,562711.2666666667,1316550.797240145,-191128.26390681148,563093.1,1317684.4454404954,-191498.24544049543,562752.7333333333,1317420.3634989513,-191914.89683228475,562711.2666666667,1316550.797240145,-191128.26390681148,562752.7333333333,1317420.3634989513,-191914.89683228475
6,516606.0333333333,1201558.3750173028,-168346.30835063616,516606.0333333333,1201558.3750173028,-168346.30835063616,517030.73333333334,1202818.0191689506,-168756.55250228388,516498.4,1202181.074343077,-169184.27434307698,516606.0333333333,1201558.3750173028,-168346.30835063616,516498.4,1202181.074343077,-169184.27434307698
7,479771.43333333335,1066099.3983247317,-106556.53165806492,479771.43333333335,1066099.3983247317,-106556.53165806492,480127.3,1067244.9442089377,-106990.34420893778,479944.5333333333,1067000.5550346458,-107111.4883679793,479771.43333333335,1066099.3983247317,-106556.53165806492,479944.5333333333,1067000.5550346458,-107111.4883679793
8,508178.93333333335,1070653.306180883,-54295.43951421627,508178.93333333335,1070653.306180883,-54295.43951421627,508545.3333333333,1071753.2058796533,-54662.53921298665,507105.73333333334,1069877.0462379789,-55665.579571312235,508178.93333333335,1070653.306180883,-54295.43951421627,507105.73333333334,1069877.0462379789,-55665.579571312235
9,523100.3,1153387.4117896054,-107186.81178960548,523100.3,1153387.4117896054,-107186.81178960548,523651.56666666665,1155110.2297798935,-107807.09644656035,500916.0333333333,1132869.1141924765,-131037.04752580984,523100.3,1153387.4117896054,-107186.81178960548,500916.0333333333,1132869.1141924765,-131037.04752580984
10,483321.6,1052239.9261926317,-85596.72619263176,473546.9,1042553.0100693674,-95459.21006936731,484485.81666666665,1054588.5379356616,-85616.90460232832,442668.8333333333,1013914.9091128039,-128577.2424461373,483321.6,1052239.9261926317,-85596.72619263176,442668.8333333333,1013914.9091128039,-128577.2424461373
11,332659.6,808800.9873534113,-143481.78735341132,332659.6,808800.9873534113,-143481.78735341132,333103.0333333333,810428.735679352,-144222.66901268525,313046.2,790089.4686721481,-163997.06867214805,332659.6,808800.9873534113,-143481.78735341132,313046.2,790089.4686721481,-163997.06867214805
12,381099.5333333333,961065.0976695215,-198866.0310028548,381099.5333333333,961065.0976695215,-198866.0310028548,382017.63333333336,963733.6369876296,-199698.37032096292,359517.7,940588.1855082002,-221552.78550820012,381099.5333333333,961065.0976695215,-198866.0310028548,359517.7,940588.1855082002,-221552.78550820012
13,94726.5,217066.5157847393,-27613.515784739313,94726.5,217066.5157847393,-27613.515784739313,94477.5,216456.7151077632,-27501.71510776317,75389.9,190366.69678054564,-39586.89678054566,94726.5,217066.5157847393,-27613.515784739313,75389.9,190366.69678054564,-39586.89678054566
14,94262.26666666666,210543.7785559566,-22019.24522262327,94262.26666666666,210543.7785559566,-22019.24522262327,94265.93333333333,210635.57286601842,-22103.706199351756,72886.03333333334,177197.32811612939,-31425.26144946272,94262.26666666666,210543.7785559566,-22019.24522262327,72886.03333333334,177197.32811612939,-31425.26144946272
15,45008.7,133225.75199999998,-43208.352,45008.7,133225.75199999998,-43208.352,45089.76666666667,133465.70933333333,-43286.176,40142.7,118822.39199999998,-38536.991999999984,45008.7,133225.75199999998,-43208.352,40142.7,118822.39199999998,-38536.991999999984
16,70940.0,178361.3678463095,-36481.36784630951,70940.0,178361.3678463095,-36481.36784630951,70825.2,177949.95543867128,-36299.555438671276,52590.86666666667,127182.75110652702,-22001.017773193686,70940.0,178361.3678463095,-36481.36784630951,52590.86666666667,127182.75110652702,-22001.017773193686
17,64844.333333333336,163491.45676663576,-33802.79009996908,64844.333333333336,163491.45676663576,-33802.79009996908,64737.5,163110.70124914078,-33635.701249140766,62142.63333333333,155725.40466279857,-31440.137996131918,64844.333333333336,163491.45676663576,-33802.79009996908,62142.63333333333,155725.40466279857,-31440.137996131918
18,70412.8,175374.46784274286,-34548.86784274285,70412.8,175374.46784274286,-34548.86784274285,70312.13333333333,174990.27338673885,-34366.00672007217,67598.0,167353.19730427227,-32157.197304272282,70412.8,175374.46784274286,-34548.86784274285,67598.0,167353.19730427227,-32157.197304272282
19,71961.26666666666,176571.2306093581,-32648.697276024803,71961.26666666666,176571.2306093581,-32648.697276024803,71885.2,176253.655359326,-32483.255359325995,68893.56666666667,167998.74493028648,-30211.611596953153,71961.26666666666,176571.2306093581,-32648.697276024803,68893.56666666667,167998.74493028648,-30211.611596953153
20,92135.23333333334,202181.39415275893,-17910.927486092274,92135.23333333334,202181.39415275893,-17910.927486092274,92096.43333333333,201964.329138179,-17771.46247151232,89231.23333333334,194496.9462934832,-16034.479626816508,92135.23333333334,202181.39415275893,-17910.927486092274,89231.23333333334,194496.9462934832,-16034.479626816508
21,117242.23333333334,239612.74970410735,-5128.283037440677,117242.23333333334,239612.74970410735,-5128.283037440677,117185.46666666666,239347.3973369726,-4976.464003639281,113638.83333333333,230281.7438961703,-3004.077229503644,117242.23333333334,239612.74970410735,-5128.283037440677,113638.83333333333,230281.7438961703,-3004.077229503644
22,95103.3,213109.46264611703,-22902.862646117006,95103.3,213109.46264611703,-22902.862646117006,94999.66666666667,212676.7720596859,-22677.438726352557,108021.7,232475.2127143985,-16431.812714398533,95103.3,213109.46264611703,-22902.862646117006,108021.7,232475.2127143985,-16431.812714398533
23,109510.56666666667,224365.36510290287,-5344.231769569524,109510.56666666667,224365.36510290287,-5344.231769569524,109418.33333333333,224000.24926890852,-5163.582602241848,105644.86666666667,214520.85221969004,-3231.1188863567077,109510.56666666667,224365.36510290287,-5344.231769569524,105644.86666666667,214520.85221969004,-3231.1188863567077
24,144167.26666666666,320355.0612011173,-32020.527867783967,144167.26666666666,320355.0612011173,-32020.527867783967,160690.9,345900.09778598277,-24518.29778598278,126125.56666666667,256628.48350972627,-4377.350176392938,144167.26666666666,320355.0612011173,-32020.527867783967,126125.56666666667,256628.48350972627,-4377.350176392938
25,553013.9,1413759.4279407687,-307731.6279407685,553013.9,1413759.4279407687,-307731.6279407685,588221.4,1452485.4243260445,-276042.62432604446,524085.73333333334,1381608.964568335,-333437.49790166836,553013.9,1413759.4279407687,-307731.6279407685,524085.73333333334,1381608.964568335,-333437.49790166836
26,712939.5333333333,1710996.1079418664,-285117.04127519974,712939.5333333333,1710996.1079418664,-285117.04127519974,709810.6,1703312.6346818106,-283691.43468181056,717158.6,1707518.0293328164,-273200.8293328164,712939.5333333333,1710996.1079418664,-285117.04127519974,717158.6,1707518.0293328164,-273200.8293328164
27,630449.2333333333,1459530.635674832,-198632.16900816548,630449.2333333333,1459530.635674832,-198632.16900816548,627944.3,1454011.5546413974,-198122.95464139734,618391.3333333334,1438676.3251705167,-201893.65850385,630449.2333333333,1459530.635674832,-198632.16900816548,618391.3333333334,1438676.3251705167,-201893.65850385
