x,meanAllObsAttacks,upAllObsAttacks,lowAllObsAttacks,meanCapacityLie,upCapacityLie,lowCapacityLie,meanDemandLie,upDemandLie,lowDemandLie,meanInterferenceLie,upInterferenceLie,lowInterferenceLie,meanObsNoise,upObsNoise,lowObsNoise,meanUserDirLie,upUserDirLie,lowUserDirLie
0.0,-2.2737367544323206e-15,92.63787465863835,-92.63787465863835,-2.2737367544323206e-15,92.63787465863835,-92.63787465863835,-2.2737367544323206e-15,92.63787465863835,-92.63787465863835,-2.2737367544323206e-15,92.63787465863835,-92.63787465863835,-2.2737367544323206e-15,92.63787465863835,-92.63787465863835,-2.2737367544323206e-15,92.63787465863835,-92.63787465863835
0.5,-2.2737367544323206e-15,92.63787465863835,-92.63787465863835,-2.2737367544323206e-15,92.63787465863835,-92.63787465863835,-2.2737367544323206e-15,92.63787465863835,-92.63787465863835,-2.2737367544323206e-15,92.63787465863835,-92.63787465863835,-2.2737367544323206e-15,92.63787465863835,-92.63787465863835,-2.2737367544323206e-15,92.63787465863835,-92.63787465863835
1.0,-2.2737367544323206e-15,92.63787465863835,-92.63787465863835,-2.2737367544323206e-15,92.63787465863835,-92.63787465863835,-2.2737367544323206e-15,92.63787465863835,-92.63787465863835,-2.2737367544323206e-15,92.63787465863835,-92.63787465863835,-2.2737367544323206e-15,92.63787465863835,-92.63787465863835,-2.2737367544323206e-15,92.63787465863835,-92.63787465863835
2.0,-2.2737367544323206e-15,92.63787465863835,-92.63787465863835,-2.2737367544323206e-15,92.63787465863835,-92.63787465863835,-2.2737367544323206e-15,92.63787465863835,-92.63787465863835,-2.2737367544323206e-15,92.63787465863835,-92.63787465863835,-2.2737367544323206e-15,92.63787465863835,-92.63787465863835,-2.2737367544323206e-15,92.63787465863835,-92.63787465863835
4.0,-2.2737367544323206e-15,92.63787465863835,-92.63787465863835,-2.2737367544323206e-15,92.63787465863835,-92.63787465863835,-2.2737367544323206e-15,92.63787465863835,-92.63787465863835,-2.2737367544323206e-15,92.63787465863835,-92.63787465863835,-2.2737367544323206e-15,92.63787465863835,-92.63787465863835,-2.2737367544323206e-15,92.63787465863835,-92.63787465863835
