x,meanNoByzantine,upNoByzantine,lowNoByzantine,meanCapacityLie,upCapacityLie,lowCapacityLie,meanDemandLie,upDemandLie,lowDemandLie,meanInterferenceLie,upInterferenceLie,lowInterferenceLie,meanObsNoise,upObsNoise,lowObsNoise,meanUserDirLie,upUserDirLie,lowUserDirLie
92,7384553.99,10518210.766096693,4250897.213903308,6941459.29,9983134.34474564,3899784.23525436,7441962.91,10613955.7052919,4269970.1147080995,7384553.99,10518210.766096693,4250897.213903308,4624575.2,6882093.180782848,2367057.2192171523,5159957.44,7566609.119765422,2753305.7602345785
93,7493082.44,10684767.021716744,4301397.858283257,7165069.04,10358341.033886807,3971797.046113193,7514469.58,10730595.389082525,4298343.770917474,7493082.44,10684767.021716744,4301397.858283257,4827916.42,7207009.307992212,2448823.5320077883,5637130.03,8262177.752904579,3012082.307095421
94,7406766.47,10450733.503288537,4362799.436711463,7000293.17,9930274.373234201,4070311.9667657996,7420433.75,10457292.850228898,4383574.649771102,7406766.47,10450733.503288537,4362799.436711463,4353290.33,6249327.92174821,2457252.73825179,5266644.46,7490368.073158889,3042920.846841111
95,7469908.92,10727804.73092392,4212013.109076079,7131045.53,10273028.640245343,3989062.419754658,7516686.18,10801814.419248492,4231557.940751507,7469908.92,10727804.73092392,4212013.109076079,4302910.51,6213200.574879042,2392620.4451209577,5415390.71,7808629.25760546,3022152.1623945404
96,7467165.62,10751972.416805482,4182358.823194519,7311434.77,10619894.868397336,4002974.6716026627,7430489.36,10685220.79135276,4175757.92864724,7467165.62,10751972.416805482,4182358.823194519,4123363.31,5966535.782224836,2280190.8377751643,5230227.36,7519442.520161474,2941012.1998385265
97,8039423.11,11562084.648818718,4516761.571181282,7920068.4,11513068.20888865,4327068.591111351,8023591.67,11536926.2123552,4510257.1276448,8039423.11,11562084.648818718,4516761.571181282,5094343.25,7402844.530214428,2785841.969785572,6004918.47,8624036.95446453,3385799.9855354684
98,7833971.65,11391120.775522713,4276822.524477289,7844152.75,11524382.411970552,4163923.088029447,7820059.61,11359341.040421233,4280778.179578767,7833971.65,11391120.775522713,4276822.524477289,4652769.62,7001703.515242025,2303835.7247579754,5801183.84,8511246.914885353,3091120.7651146464
99,7877502.58,11385880.548364997,4369124.611635003,7781006.46,11369565.98724157,4192446.932758431,7906661.61,11442660.51388873,4370662.706111271,7877502.58,11385880.548364997,4369124.611635003,4721738.49,7132180.120012993,2311296.859987008,6095127.77,8981680.614872746,3208574.925127253
100,7781034.6,11221657.656943642,4340411.543056358,7874889.13,11476120.52248279,4273657.737517209,7810737.54,11282971.346156927,4338503.733843073,7781034.6,11221657.656943642,4340411.543056358,4472285.58,6784234.730881777,2160336.4291182235,5664193.12,8371518.430875154,2956867.8091248465
101,7946871.88,11405888.003472745,4487855.756527254,8055091.32,11643631.744965415,4466550.895034586,7987210.91,11484406.627380168,4490015.192619832,7946871.88,11405888.003472745,4487855.756527254,4467505.87,6854979.232220826,2080032.5077791745,5737730.34,8519588.016165338,2955872.6638346612
102,8074280.97,11494720.680172026,4653841.259827973,8255449.94,11887955.912767924,4622943.967232076,8139300.39,11612110.895546978,4666489.884453021,8074280.97,11494720.680172026,4653841.259827973,4662006.49,7024777.203233876,2299235.776766124,5682975.61,8365643.660289284,3000307.559710717
103,7898103.98,11326777.437108146,4469430.522891855,8114827.66,11713153.788151551,4516501.531848449,7944620.21,11415954.756705541,4473285.66329446,7898103.98,11326777.437108146,4469430.522891855,5046622.03,7505410.128375156,2587833.9316248447,5879800.84,8640046.377561864,3119555.3024381353
104,7375987.82,10716354.887009712,4035620.7529902887,7667402.53,11240504.577916991,4094300.4820830096,7396110.14,10767969.112513658,4024251.1674863417,7375987.82,10716354.887009712,4035620.7529902887,4797145.03,7285475.921960637,2308814.1380393635,5453575.11,8103293.876877613,2803856.343122388
