x,meanCapacityLie,upCapacityLie,lowCapacityLie,meanDemandLie,upDemandLie,lowDemandLie,meanInterferenceLie,upInterferenceLie,lowInterferenceLie,meanObsNoise,upObsNoise,lowObsNoise,meanUserDirLie,upUserDirLie,lowUserDirLie
0.0,1.7053025658242404e-15,32.10002581711173,-32.10002581711173,1.7053025658242404e-15,32.10002581711173,-32.10002581711173,1.7053025658242404e-15,32.10002581711173,-32.10002581711173,1.7053025658242404e-15,32.10002581711173,-32.10002581711173,1.7053025658242404e-15,32.10002581711173,-32.10002581711173
0.5,1.1949851629869668,32.43340814880286,-30.043437822828928,-0.30560771878743537,31.889319236410515,-32.500534673985385,-0.2872968725166027,31.941940041959146,-32.516533786992355,-1.1120055555665538,30.878775162220627,-33.102786273353736,5.187863010265512,34.61027873492838,-24.234552714397356
1.0,4.152773940989441,35.1913565935391,-26.885808711560216,-0.1036001255474845,32.13833103356481,-32.345531284659785,-0.8037002938927906,31.204533474125764,-32.811934061911344,-0.06854976551118455,31.125503886477233,-31.262603417499605,11.855668244836107,39.884993041841625,-16.173656552169412
2.0,5.451165864917904,35.907932822132764,-25.005601092296956,-0.33153662981596427,31.93733502821167,-32.6004082878436,-0.8037002938927906,31.204533474125764,-32.811934061911344,10.69912361386984,41.11961503327663,-19.721367805536953,25.073638666985644,49.6868198643859,0.4604574695853856
4.0,4.1991531518533955,34.57926314282327,-26.180956839116483,0.5293037629861894,32.524775780391224,-31.466168254418847,-0.8037002938927906,31.204533474125764,-32.811934061911344,8.778003154451367,37.384344902223724,-19.828338593320993,24.61895443966363,50.34102720674693,-1.1031183274196685
