x,meanDirInterferenceLie,upDirInterferenceLie,lowDirInterferenceLie,meanInterferenceLie,upInterferenceLie,lowInterferenceLie
0.0,2.000888343900442e-14,36.64658153021603,-36.64658153021599,2.000888343900442e-14,36.64658153021603,-36.64658153021599
0.5,2.000888343900442e-14,36.64658153021603,-36.64658153021599,2.000888343900442e-14,36.64658153021603,-36.64658153021599
1.0,2.000888343900442e-14,36.64658153021603,-36.64658153021599,2.000888343900442e-14,36.64658153021603,-36.64658153021599
2.0,2.000888343900442e-14,36.64658153021603,-36.64658153021599,2.000888343900442e-14,36.64658153021603,-36.64658153021599
4.0,2.000888343900442e-14,36.64658153021603,-36.64658153021599,2.000888343900442e-14,36.64658153021603,-36.64658153021599
