x,meanNoByzantine,upNoByzantine,lowNoByzantine,meanGreyhole,upGreyhole,lowGreyhole,meanSinkhole,upSinkhole,lowSinkhole,meanSelectiveJam,upSelectiveJam,lowSelectiveJam,meanPosSpoofing,upPosSpoofing,lowPosSpoofing,meanAllAttacks,upAllAttacks,lowAllAttacks
217,4279113.5,7699728.778875252,858498.2211247473,4276448.133333334,7696450.310768886,856445.9558977815,4214551.833333333,7631707.78970052,797395.8769661458,2891928.466666667,5812757.678200167,-28900.74486683309,4277679.6,7697964.067775352,857395.1322246473,2891928.466666667,5812757.678200167,-28900.74486683309
218,4552397.766666667,8057564.334655461,1047231.1986778723,4549678.033333333,8054056.245290351,1045299.8213763153,4496087.116666666,8000299.9940400245,991874.239293308,3573708.466666667,6754828.031007148,392588.9023261848,4551534.7,8056450.236030159,1046619.1639698418,3573708.466666667,6754828.030644942,392588.9026883915
219,4166507.3333333335,7471472.876504621,861541.7901620469,4164879.183333333,7469861.362692764,859897.0039739022,4122292.75,7421813.099348963,822772.4006510368,3380080.2666666666,6631920.919641674,128239.61369165918,4165926.1,7470897.228481582,860954.9715184178,3380080.2666666666,6631920.919641674,128239.61369165918
220,3326117.466666667,5704398.055657566,947836.8776757685,3323851.0166666666,5701173.11069854,946528.9226347939,3329846.1666666665,5711164.509353677,948527.8239796567,2230272.433333333,4164061.9940449307,296482.87262173556,3325299.1666666665,5703232.77915349,947365.554179843,2230272.433333333,4164061.9940449307,296482.87262173556
221,3728808.3,6619955.228683904,837661.3713160958,3725443.1,6614065.650351835,836820.5496481643,3728467.3,6604902.764566229,852031.8354337709,2588395.466666667,5291279.971315558,-114489.03798222449,3728216.0,6618917.688023622,837514.3119763779,2588395.466666667,5291279.971315558,-114489.03798222449
222,3397917.533333333,5764390.893278804,1031444.1733878632,3391475.033333333,5751900.439577209,1031049.627089458,3470436.0166666666,5865217.911822354,1075654.1215109783,2213626.3666666667,4103517.3863570774,323735.346976256,3396668.966666667,5761966.165450282,1031371.7678830517,2213626.3666666667,4103517.3863570774,323735.346976256
223,4353765.966666667,7703759.197304921,1003772.7360284128,4343657.116666666,7687277.254882332,1000036.9784510005,4487302.933333334,7884209.729083461,1090396.1375832064,3043238.1,6073635.326793816,12840.87320618378,4350361.433333334,7698196.545929087,1002526.3207375794,3043238.1,6073635.326793816,12840.87320618378
224,4723010.066666666,8235150.815814384,1210869.3175189486,4711891.6,8217465.223354435,1206317.9766455642,4820676.75,8332799.054350287,1308554.4456497128,3325577.0,6401461.0815856885,249692.91841431148,4719298.333333333,8229233.06752094,1209363.5991457263,3325577.0,6401461.0815856885,249692.91841431148
225,4190518.8666666667,7014476.64505225,1366561.0882810839,4180936.216666667,6997589.6847736575,1364282.748559676,4340448.816666666,7181517.862130675,1499379.7712026578,2903797.933333333,5356961.065507105,450634.80115956115,4186662.1333333333,7007667.380575616,1365656.8860910502,2903797.933333333,5356961.065507105,450634.80115956115
226,4544087.633333334,7773974.194703644,1314201.0719630234,4537433.366666666,7763051.978232654,1311814.7551006787,4714849.416666667,7968729.731726395,1460969.101606939,3090519.7,5769260.501514621,411778.8984853788,4542061.066666666,7770642.835636087,1313479.2976972465,3090519.7333333334,5769260.534642939,411778.93202372734
227,4544219.766666667,7837618.541144738,1250820.9921885948,4533204.05,7819659.0737246955,1246749.0262753041,4728176.35,8038755.941025787,1417596.7589742122,3800220.7,7050597.634574421,549843.7654255792,4540817.833333333,7832058.648182672,1249577.0184839936,3800220.7,7050597.634574421,549843.7654255792
228,4074064.8666666667,6941153.30014405,1206976.4331892831,4060457.6166666667,6917328.924605536,1203586.3087277971,4378363.3,7280943.7776064295,1475782.8223935696,3118355.1666666665,5560629.510441212,676080.8228921206,4069707.2,6933500.573668302,1205913.8263316983,3118355.1333333333,5560629.447354598,676080.8193120686
229,4736883.366666666,8087998.649891961,1385768.0834413706,4728127.7,8073877.04346942,1382378.3565305807,5201490.733333333,8659080.40838106,1743901.0582856066,3877767.433333333,7203935.786946984,551599.0797196827,4733886.433333334,8083156.105851556,1384616.760815111,3877767.433333333,7203935.786946984,551599.0797196827
230,4872853.133333334,8430302.690837722,1315403.5758289457,4868017.7,8422986.03105868,1313049.3689413206,5355634.116666666,8983580.1159503,1727688.1173830326,3887797.3666666667,7077835.827005336,697758.9063279978,4870501.633333334,8426741.61706014,1314261.6496065278,3887797.3666666667,7077835.827005336,697758.9063279978
231,5117240.3,8764449.156857133,1470031.4431428658,5108415.483333333,8750807.09894128,1466023.8677253867,5882247.4,9801195.3339516,1963299.4660484004,4059862.6333333333,7406162.0700873425,713563.1965793241,5115236.0,8761344.117807414,1469127.8821925865,4059862.6666666665,7406162.121978426,713563.2113549071
232,5481812.4,9307705.975369155,1655918.8246308458,5478462.933333334,9302961.15854292,1653964.7081237463,6199247.283333333,10237325.166926265,2161169.3997404017,4980473.5,8843862.61119227,1117084.3888077303,5479847.833333333,9304921.68779352,1654773.9788731467,4980473.5,8843862.61119227,1117084.3888077303
233,4620223.2,7858863.881303599,1381582.5186964017,4618471.1,7856803.454933619,1380138.7450663797,5285138.0,8751858.540631868,1818417.4593681325,4584816.766666667,8013952.25270368,1155681.280629653,4619163.2,7857616.915834749,1380709.4841652517,4584816.766666667,8013952.25270368,1155681.280629653
234,4264035.433333334,7191449.705518914,1336621.1611477532,4254362.35,7174917.620644758,1333807.0793552408,4814472.816666666,7952489.280622112,1676456.3527112212,3780357.433333333,6727730.209678423,832984.656988244,4263573.7,7190658.140043135,1336489.2599568656,3780357.5,6727730.313155575,832984.6868444248
235,4513936.433333334,7782486.009412247,1245386.8572544204,4512472.216666667,7780756.795975103,1244187.6373582305,5025360.0,8504852.874181595,1545867.1258184044,4066171.433333333,7149456.451886842,982886.4147798242,4513276.0,7781705.740265379,1244846.2597346217,4066171.5,7149456.565852875,982886.4341471246
236,4019040.7666666666,6901633.356684441,1136448.1766488925,4016529.6,6897927.206725592,1135131.9932744089,4613786.416666667,7626482.91091374,1601089.9224195937,3615083.3666666667,6518408.995006185,711757.7383271488,4017555.0,6899439.605968855,1135670.3940311451,3615083.3666666667,6518408.995006185,711757.7383271488
237,3404148.1666666665,6075841.22886746,732455.1044658734,3402885.3833333333,6074574.751278416,731196.0153882504,3791502.2666666666,6626346.263052226,956658.2702811072,3294930.5,6185991.579761564,403869.4202384362,3403791.933333333,6075483.721200256,732100.1454664106,3294930.5,6185991.579761564,403869.4202384362
238,3151797.966666667,5704404.297558987,599191.635774347,3149857.933333333,5702584.749992993,597131.116673673,3764819.6333333333,6522293.390347529,1007345.8763191374,3253651.3,5976942.2909296835,530360.3090703161,3151473.2666666666,5704099.368773514,598847.1645598183,3253651.3666666667,5976942.419065593,530360.314267741
239,3934582.6666666665,6786668.895725638,1082496.4376076949,3932220.2666666666,6782561.286512399,1081879.2468209341,4300723.616666666,7298782.441709908,1302664.7916234252,3297534.1,5901805.6997807305,693262.5002192697,3933248.3666666667,6784348.096494196,1082148.636839137,3297533.966666667,5901805.412595712,693262.5207376215
240,4794355.166666667,8388194.661608509,1200515.6717248252,4779287.65,8364783.394311452,1193791.905688549,5066679.733333333,8753389.756533753,1379969.7101329146,3932978.433333333,7060095.270850563,805861.5958161033,4794355.166666667,8388194.661608509,1200515.6717248252,3932978.433333333,7060095.270850563,805861.5958161033
241,4785124.166666667,8524491.958360393,1045756.3749729404,4773285.816666666,8506329.18537655,1040242.4479567837,5034808.233333333,8851677.839516625,1217938.6271500424,3964900.0,7177583.152534638,752216.8474653624,4785124.166666667,8524491.958360393,1045756.3749729404,3964900.0,7177583.152534638,752216.8474653624
242,4971299.566666666,9037509.134836696,905089.9984966358,4969882.816666666,9035756.821308669,904008.8120246641,5308629.883333334,9468311.648906149,1148948.1177605176,4116280.566666667,7585260.849843095,647300.2834902387,4970524.6,9036550.382350864,904498.8176491354,4116280.533333333,7585260.77953158,647300.287135086
243,6433508.966666667,11225674.513563912,1641343.4197694203,6433508.966666667,11225674.513563912,1641343.4197694203,6736670.666666667,11577378.888680408,1895962.4446529262,5483651.4,9881435.388182856,1085867.4118171455,6433508.966666667,11225674.513563912,1641343.4197694203,5483651.4,9881435.388182856,1085867.4118171455
244,4580047.966666667,8438616.759069633,721479.1742637004,4580047.966666667,8438616.759069633,721479.1742637004,4848278.566666666,8766236.44709005,930320.6862432831,4276804.533333333,7706669.453055048,846939.6136116176,4580047.966666667,8438616.759069633,721479.1742637004,4276804.533333333,7706669.453055048,846939.6136116176
245,5980003.7,11023976.276451431,936031.1235485692,5967955.65,11007533.767759003,928377.5322409971,6299140.166666667,11393864.403261852,1204415.9300714815,5004749.733333333,9192365.636944776,817133.8297218904,5980003.7,11023976.276451431,936031.1235485692,5004749.633333334,9192365.433188157,817133.8334785104
246,5391741.766666667,10035419.754536223,748063.7787971105,5374384.333333333,10010916.387557171,737852.2791094948,5857903.983333333,10566873.24780452,1148934.7188621461,4791587.5,9066169.254992023,517005.7450079769,5391741.766666667,10035419.754536223,748063.7787971105,4791587.5,9066169.254992023,517005.7450079769
247,4995403.566666666,9236913.99791658,753893.1354167527,4988884.533333333,9231338.309551846,746430.7571148211,5514142.166666667,9852584.64745428,1175699.6858790545,5508575.066666666,10028965.048457198,988185.0848761359,4992411.3,9234349.978499256,750472.6215007426,5508575.066666666,10028965.048457198,988185.0848761359
248,5170494.4,9527939.500814542,813049.2991854595,5163756.216666667,9522174.942797799,805337.4905355349,5550087.016666667,9850825.8111943,1249348.2221390326,5730618.833333333,10404935.140600864,1056302.5260658022,5168446.8,9526183.555771112,810710.0442288863,5730618.8,10404935.067784375,1056302.532215625
249,5345559.4,10020816.444259342,670302.355740658,5336459.683333334,10012945.471829029,659973.8948376384,5660745.216666667,10235366.922829129,1086123.5105042038,5679252.1,10421114.76436441,937389.43563559,5343104.3,10018686.189077651,667522.4109223485,5679252.133333334,10421114.839696616,937389.4269700525
250,5589271.466666667,10619618.638481967,558924.2948513674,5579726.7,10611285.3074873,548168.0925127007,5911475.566666666,10953742.866716012,869208.2666173214,5916483.533333333,10935707.207499547,897259.8591671195,5587118.766666667,10617733.111881278,556504.4214520538,5916483.6,10935707.363220641,897259.8367793579
251,5414290.666666667,10330949.445702046,497631.88763128873,5404326.066666666,10322259.752860934,486392.38047239836,5795190.866666666,10732015.444595803,858366.2887375308,5904373.8,10945204.344976507,863543.2550234916,5414290.666666667,10330949.445702046,497631.88763128873,5904373.733333333,10945204.181245413,863543.2854212532
252,5207065.8,9847631.642564785,566499.9574352158,5198780.466666667,9840404.94325704,557155.9900762942,5550123.8,10213581.753696455,886665.8463035449,5571865.866666666,10190453.803081045,953277.9302522875,5207065.8,9847631.642564785,566499.9574352158,5571865.866666666,10190453.803081045,953277.9302522875
253,4779218.166666667,9592342.85503573,-33906.52170239575,4779218.166666667,9592342.85503573,-33906.52170239575,5127077.633333334,9958950.016308676,295205.250357992,4882167.066666666,9360239.589343112,404094.5439902218,4779218.166666667,9592342.85503573,-33906.52170239575,4882167.066666666,9360239.589343112,404094.5439902218
254,4583231.366666666,9211338.649311416,-44875.91597808339,4583231.366666666,9211338.649311416,-44875.91597808339,4957440.2,9608915.931869509,305964.4681304917,4927032.066666666,9437242.831131937,416821.30220139585,4583231.366666666,9211338.649311416,-44875.91597808339,4927032.033333333,9437242.750607114,416821.3160595512
255,4219290.133333334,8301265.397207599,137314.8694590684,4219290.133333334,8301265.397207599,137314.8694590684,4629651.666666667,8755256.400374647,504046.9329586867,4876193.466666667,9317021.695232756,435365.2381005762,4219290.133333334,8301265.397207599,137314.8694590684,4876193.433333334,9317021.646231811,435365.2204348566
256,4582867.833333333,9275629.325883191,-109893.65921652596,4582867.833333333,9275629.325883191,-109893.65921652596,4978933.633333334,9719379.221171245,238488.0454954235,4990340.566666666,9648919.71105092,331761.4222824136,4582867.833333333,9275629.325883191,-109893.65921652596,4990340.533333333,9648919.628293134,331761.43837353215
257,5538377.066666666,11344632.632676674,-267878.4993433412,5538377.066666666,11344632.632676674,-267878.4993433412,5787763.3,11620392.945275808,-44866.345275808126,5509598.7,10465487.575580873,553709.8244191268,5538377.066666666,11344632.632676674,-267878.4993433412,5509598.633333334,10465487.458187371,553709.8084792951
258,4448234.6,8528641.65039336,367827.54960663896,4440786.383333334,8522083.423551783,359489.3431148855,4675725.05,8805520.244699797,545929.855300203,5440222.7,10250397.181540834,630048.2184591666,4448234.6,8528641.65039336,367827.54960663896,5440222.766666667,10250397.344627518,630048.188705815
259,4568598.066666666,8817391.093891803,319805.0394415306,4568598.066666666,8817391.093891803,319805.0394415306,4867698.133333334,9173327.87422745,562068.3924392173,5750990.633333334,10974259.244472478,527722.022194189,4568598.066666666,8817391.093891803,319805.0394415306,5750990.666666667,10974259.367021242,527721.9663120918
260,3929599.533333333,7562439.65948301,296759.40718365693,3921372.3833333333,7555184.577283566,287560.1893831007,4196011.083333333,7899763.395281442,492258.7713852236,5827690.966666667,11556162.658548132,99219.27478520293,3929599.533333333,7562439.65948301,296759.40718365693,5827690.933333334,11556162.62463325,99219.2420334164
261,3919581.1,7687764.548561738,151397.6514382623,3919581.1,7687764.548561738,151397.6514382623,4247199.5,8110631.786080205,383767.2139197951,6086591.233333333,12293023.417667102,-119840.95100043621,3919581.1,7687764.548561738,151397.6514382623,6086591.133333334,12293023.162623987,-119840.89595732
262,4913256.966666667,10494756.411685873,-668242.4783525402,4913256.966666667,10494756.411685873,-668242.4783525402,5201232.466666667,10831269.163449544,-428804.2301162109,5589710.633333334,11274895.22255721,-95473.95589054283,4913256.966666667,10494756.411685873,-668242.4783525402,5589710.6,11274895.086134521,-95473.88613452204
263,5326193.7,11579325.994600277,-926938.594600277,5326193.7,11579325.994600277,-926938.594600277,5670327.966666667,11971187.696905844,-630531.7635725094,5253441.333333333,10431906.32584535,74976.3408213174,5326193.7,11579325.994600277,-926938.594600277,5253441.366666666,10431906.408445459,74976.3248878736
264,5016012.3,10772568.379385477,-740543.7793854773,5016012.3,10772568.379385477,-740543.7793854773,5371953.666666667,11199155.07697412,-455247.7436407851,5012159.566666666,9946593.59161314,77725.54172019195,5016012.3,10772568.379385477,-740543.7793854773,5012159.533333333,9946593.507373657,77725.55929300841
265,5111807.166666667,11191609.975308364,-967995.6419750303,5111807.166666667,11191609.975308364,-967995.6419750303,5428709.966666667,11564527.919380452,-707107.9860471198,5179314.766666667,10514395.122800779,-155765.58946744632,5111807.166666667,11191609.975308364,-967995.6419750303,5179314.766666667,10514395.122800779,-155765.58946744632
266,4558793.0,10103022.199357849,-985436.1993578477,4558793.0,10103022.199357849,-985436.1993578477,4884312.866666666,10485770.298147554,-717144.5648142211,5162633.6,10838806.23438854,-513539.0343885403,4558793.0,10103022.199357849,-985436.1993578477,5162633.466666667,10838805.88081963,-513538.9474862963
267,4716597.466666667,10327716.920846814,-894521.9875134807,4716597.466666667,10327716.920846814,-894521.9875134807,5002345.866666666,10663655.701919992,-658963.96858666,4547334.233333333,9471095.45529681,-376426.9886301439,4716597.466666667,10327716.920846814,-894521.9875134807,4547334.066666666,9471095.04297423,-376426.90964089707
268,4759174.633333334,10740278.441013787,-1221929.1743471185,4751346.95,10733117.436032014,-1230423.5360320136,4987943.05,10997888.151384518,-1022002.0513845179,5245586.5,11073788.568716358,-582615.5687163584,4759174.633333334,10740278.441013787,-1221929.1743471185,5245586.466666667,11073788.480221823,-582615.5468884883
269,5003268.633333334,11419332.605453245,-1412795.3387865787,5003268.633333334,11419332.605453245,-1412795.3387865787,5234016.7,11667888.510707323,-1199855.1107073221,4982173.2,10389722.864262605,-425376.4642626047,5003268.633333334,11419332.605453245,-1412795.3387865787,4982173.2,10389722.864262605,-425376.4642626047
