x,meanCapacityLie,upCapacityLie,lowCapacityLie,meanDemandLie,upDemandLie,lowDemandLie,meanInterferenceLiehide,upInterferenceLiehide,lowInterferenceLiehide,meanObsNoise,upObsNoise,lowObsNoise,meanObsReplay,upObsReplay,lowObsReplay,meanUserDirLie,upUserDirLie,lowUserDirLie
0.0,6.1390892369672655e-15,10.690516111300077,-10.690516111300067,6.1390892369672655e-15,10.690516111300077,-10.690516111300067,6.1390892369672655e-15,10.690516111300077,-10.690516111300067,6.1390892369672655e-15,10.690516111300077,-10.690516111300067,6.1390892369672655e-15,10.690516111300077,-10.690516111300067,6.1390892369672655e-15,10.690516111300077,-10.690516111300067
0.5,-0.8513647509749094,9.801705315303476,-11.504434817253294,-0.4344261476939291,10.269673025588249,-11.138525320976106,6.1390892369672655e-15,10.690516111300077,-10.690516111300067,-0.6713322650103997,10.051280738434514,-11.393945268455312,0.8111077793634663,10.654536632772171,-9.032321074045239,4.898525946823491,15.23750431666192,-5.4404524230149365
1.0,0.3093835238145107,10.911793122603136,-10.293026074974115,-1.2707193215071013,9.558812629440201,-12.100251272454404,6.1390892369672655e-15,10.690516111300077,-10.690516111300067,2.0838352241588836,12.349813752926819,-8.18214330460905,8.321231054854143,17.605182172023014,-0.9627200623147285,25.872176147193578,34.94702732144655,16.797324972940608
2.0,0.5676549642833547,11.129570693615488,-9.994260765048779,-0.895851302885535,9.879484963956115,-11.671187569727186,6.1390892369672655e-15,10.690516111300077,-10.690516111300067,0.19629940184343694,10.727412372520412,-10.334813568833539,15.17700808750747,24.495416919237755,5.858599255777186,30.6482300660455,39.35552786820434,21.94093226388666
4.0,2.3450875025717655,12.943891716242078,-8.253716711098548,-0.497645778159118,10.187805449615833,-11.18309700593407,6.1390892369672655e-15,10.690516111300077,-10.690516111300067,3.2736408254227762,13.413305291102496,-6.866023640256945,19.831551613028783,29.028538026340552,10.634565199717013,44.53480298153045,52.097697178400004,36.97190878466089
